,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Cycle,Democrats,Individuals,PACs,Republicans,Soft_Indivs,Soft_Orgs,Total,Total1,org_id,org_name,org_name_clean,DemShare,RepShare
77,HEWLETTPACKARDCOMPANY,67295239.29,71211665.18,3976,176715.8337,63470564089.0,1,HEWLETT-PACKARD COMPANY,,OTHER THAN SMALL BUSINESS,2008,hewlettpackard,2008,826737,753356,634300,578609,0,0,1405346,1405346,D000000716,HEWLETT-PACKARD,hewlettpackard,0.5882800392216578,0.4117199607783421
78,HILLROMHOLDINGSINC,6578246.12,4405094.12,11,3472.0,770000000.0,1,HILL-ROM HOLDINGS  INC.,,OTHER THAN SMALL BUSINESS,2008,hillrom,2008,11350,24070,5500,18220,0,0,29570,29570,D000026480,HILL-ROM HOLDINGS,hillrom,0.3838349678728441,0.6161650321271559
79,HONEYWELLINTERNATIONALINC,4977940662.0,14462742864.0,942,15305.62165,1689360941.0,1,HONEYWELL INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2008,honeywell,2008,1736603,274847,3082116,1617110,0,0,3353713,3353713,D000000334,HONEYWELL INTERNATIONAL,honeywell,0.5178150306839017,0.48218496931609833
80,HUMANAINC,2324687.0,2324687.0,4,720.0,1051143701.0,1,HUMANA INC.,,OTHER THAN SMALL BUSINESS,2008,humana,2008,231875,178900,441050,386350,0,0,618225,618225,D000000652,HUMANA INC,humana,0.37506571232156577,0.6249342876784342
81,ILLINOISTOOLWORKSINC,44642.5,44642.5,6,41625.0,6402524308.0,1,ILLINOIS TOOL WORKS INC.,,SMALL BUSINESS,2008,illinois tool works,2008,15550,27000,194000,225450,20000,0,241000,241000,D000022038,ILLINOIS TOOL WORKS,illinois tool works,0.06452282157676349,0.9354771784232365
82,ITTCORPORATION,16091454658.0,23300094122.0,1999,8140.700809,642841696.1,1,ITT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,itt,2008,137172,79555,117057,59155,0,0,196327,196327,D000000800,ITT CORP,itt,0.6986914688249706,0.3013085311750294
83,JACOBSENGINEERINGGROUPINC,3101196682.0,14494366360.0,3920,4271.53031,128503531.7,1,JACOBS ENGINEERING GROUP INC.,,OTHER THAN SMALL BUSINESS,2008,jacobs engineering,2008,354832,59469,677629,382266,0,0,737098,737098,D000000371,JACOBS ENGINEERING GROUP,jacobs engineering,0.4813905342301838,0.5186094657698163
84,JOHNSONCONTROLSINC,74409818.27,88390365.27,134,55849.01765,35827596763.0,1,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2008,johnson controls,2008,181182,96637,190000,105455,0,0,286637,286637,D000000644,JOHNSON CONTROLS INTERNATIONAL,johnson controls,0.6320956471076657,0.3679043528923342
85,JOHNSONJOHNSON,4325820.86,4325820.86,68,43448.8982,7272209271.0,1,JOHNSON & JOHNSON,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2008,johnson johnson,2008,895481,677772,849275,628941,0,0,1524422,1524422,D000000386,JOHNSON & JOHNSON,johnson johnson,0.5874232987978394,0.41257670120216056
86,JONESLANGLASALLEINC,4075167.51,4075167.51,3,22267.0,950000000.0,1,JONES LANG LASALLE INC,,OTHER THAN SMALL BUSINESS,2008,jones lang lasalle,2008,82764,133289,9200,59475,0,0,142239,142239,D000026902,JONES LANG LASALLE,jones lang lasalle,0.581865733026807,0.418134266973193
87,JPMORGANCHASECO,76480.0,76480.0,162,940.0,0.0,1,JPMORGAN CHASE & CO.,,OTHER THAN SMALL BUSINESS,2008,jpmorgan chase,2008,4036890,5120760,1576978,2656248,0,0,6693138,6693138,D000000103,JPMORGAN CHASE & CO,jpmorgan chase,0.6031386174915264,0.3968613825084736
88,KAMANCORPORATION,3202537.52,3977946.98,1051,1427.662338,65081189.4,1,KAMAN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,kaman,2008,27790,7790,32500,12500,0,0,40290,40290,D000026937,KAMAN CORP,kaman,0.6897493174484984,0.3102506825515016
89,KBRINC,90719188.12,90692588.4,259,8793.197587,1971522271.0,1,KBR  INC.,,OTHER THAN SMALL BUSINESS,2008,kbr,2008,26180,80910,13000,67480,0,0,93660,93660,D000026963,KBR INC,kbr,0.2795216741405082,0.7204783258594918
90,KEANEINTERNATIONALINC,36992538.2,36992538.2,18,800.0,0.0,1,KEANE INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008,keane,2008,27100,27846,18000,18746,0,0,45846,45846,D000026965,KEANE INC,keane,0.5911093661388126,0.40889063386118746
91,KELLOGGCOMPANY,100934726.1,133306166.6,28,500.0,0.0,1,KELLOGG COMPANY,,OTHER THAN SMALL BUSINESS,2008,kellogg,2008,105125,25525,121500,41900,0,0,147025,147025,D000026978,KELLOGG CO,kellogg,0.7150144533242646,0.28498554667573545
92,KOCHINDUSTRIESINC,12700.0,12700.0,1,250.0,55000000.0,1,KOCH INDUSTRIES  INC.,,SMALL BUSINESS,2008,koch industries,2008,363755,626389,2085000,2342634,0,0,2706389,2706389,D000000186,KOCH INDUSTRIES,koch industries,0.1344060295840694,0.8655939704159306
93,KPMGLLP,58273437.22,59831444.24,1563,709.2626727,2448984.211,1,KPMG L.L.P.,,OTHER THAN SMALL BUSINESS,2008,kpmg,2008,1026581,616056,1651566,1242091,0,0,2268672,2268672,D000019986,KPMG LLP,kpmg,0.4525030502426089,0.5474969497573912
94,KRAFTFOODSINC,317604136.7,644659270.8,47,51659.19792,0.483333333,1,KRAFT FOODS INC.,,OTHER THAN SMALL BUSINESS,2008,kraft foods,2008,234401,120672,303500,189771,0,0,424172,424172,D000001024,KRAFT FOODS,kraft foods,0.5526083758475335,0.44739162415246647
95,LABORATORYCORPORATIONOFAMERICAHOLDINGS,18750.0,18750.0,3,25000.0,3700000000.0,1,LABORATORY CORPORATION OF AMERICA HOLDINGS,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,laboratory america,2008,19200,5025,29000,13675,0,0,32875,32875,D000027104,LABORATORY CORP OF AMERICA,laboratory america,0.5840304182509506,0.4159695817490494
96,LANDOLAKESINC,15306830.9,36927596.6,8,4000.0,975000000.0,1,LAND O'LAKES  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,land olakes,2008,184655,37670,313505,166520,0,0,351175,351175,D000022070,LAND O'LAKES,land olakes,0.5258204598846729,0.4741795401153271
97,LEVEL3COMMUNICATIONSINC,7460.1,22819.44,16,8812.755102,4663265306.0,1,LEVEL 3 COMMUNICATIONS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,level 3 communications,2008,485085,381610,176000,72525,0,0,557610,557610,D000000674,LEVEL 3 COMMUNICATIONS,level 3 communications,0.8699359767579491,0.1300640232420509
98,LIFETECHNOLOGIESCORPORATION,8817253.85,9116248.48,278,1363.232993,876545266.6,1,LIFE TECHNOLOGIES CORPORATION,,OTHER THAN SMALL BUSINESS,2008,life technologies,2008,148413,102263,125250,79100,0,0,227513,227513,D000045295,LIFE TECHNOLOGIES CORP,life technologies,0.6523275593043035,0.3476724406956965
99,LOCKHEEDMARTINCORPORATION,322956000000.0,453982000000.0,19744,77506.75752,16125248138.0,1,LOCKHEED MARTIN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,lockheed martin,2008,1633602,1117475,2188650,1670956,0,0,3304558,3304558,D000000104,LOCKHEED MARTIN,lockheed martin,0.49434810948998326,0.5056518905100168
100,MACANDREWSFORBESHOLDINGSINC,108956614.9,108956614.9,4,2362.666667,160800023.0,1,MACANDREWS & FORBES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2008,macandrews forbes,2008,640647,656150,303997,319500,0,0,960147,960147,D000000245,MACANDREWS & FORBES,macandrews forbes,0.6672384541117141,0.3327615458882859
101,MANAGEMENTTRAININGCORPORATION,4040211064.0,5241646824.0,6,7739.666667,491318042.0,1,MANAGEMENT & TRAINING CORPORATION,,OTHER THAN SMALL BUSINESS,2008,management training,2008,13275,10675,4100,1500,0,0,14775,14775,D000027364,MANAGEMENT & TRAINING CORP,management training,0.8984771573604061,0.10152284263959391
102,MANTECHINTERNATIONALCORPORATION,8598969394.0,13470010442.0,3544,3331.306305,774893638.7,1,MANTECH INTERNATIONAL CORPORATION,,OTHER THAN SMALL BUSINESS,2008,mantech,2008,200860,165819,110000,74959,0,0,275819,275819,D000027370,MANTECH INTERNATIONAL,mantech,0.7282311950953343,0.27176880490466576
103,MARRIOTTINTERNATIONALINC,24311098.42,41922080.15,122,82923.96667000001,6186082454.0,1,MARRIOTT INTERNATIONAL  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,marriott,2008,228766,663446,334900,770580,0,1500,999346,999346,D000000272,MARRIOTT INTERNATIONAL,marriott,0.2289157108749122,0.7710842891250879
104,MAXIMUSINC,421527757.8,3531805173.0,120,857.7083332999998,58208854.17,1,MAXIMUS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,maximus,2008,42780,47081,24500,28801,0,0,71581,71581,D000027466,MAXIMUS INC,maximus,0.5976446263673321,0.4023553736326679
105,MCKESSONCORPORATION,25169.27,1495697719.0,37,7449.877743000001,48524791653.0,1,MCKESSON CORPORATION,,OTHER THAN SMALL BUSINESS,2008,mckesson,2008,331071,100111,635000,403540,0,0,734611,734611,D000022105,MCKESSON CORP,mckesson,0.45067525533922037,0.5493247446607796
106,MEDTRONICINC,219470.04,219470.04,14,12725.05,4243500000.0,1,"MEDTRONIC, INC.",,OTHER THAN SMALL BUSINESS,2008,medtronic,2008,380469,243894,421078,284503,0,0,664972,664972,D000022110,MEDTRONIC INC,medtronic,0.5721579254464849,0.42784207455351503
107,MERCKCOINC,6781964.75,10310814427.0,83,21633.05347,36810964310.0,1,MERCK & CO.  INC.,,OTHER THAN SMALL BUSINESS,2008,merck,2008,645433,382680,888499,650246,0,0,1295679,1295679,D000000275,MERCK & CO,merck,0.4981426726835891,0.501857327316411
108,MICHAELBAKERCORPORATION,27368029.52,27368029.52,64,1231.666667,237333333.3,1,MICHAEL BAKER CORPORATION,,OTHER THAN SMALL BUSINESS,2008,michael baker,2008,21700,7550,45000,30850,0,0,52550,52550,D000027561,MICHAEL BAKER CORP,michael baker,0.41294005708848713,0.5870599429115129
109,MICROSOFTCORPORATION,1073981.0,1073981.0,4,47333.33333,6300000259.0,1,MICROSOFT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,microsoft,2008,2775060,2573502,1219506,1032198,0,20000,3807258,3807258,D000000115,MICROSOFT CORP,microsoft,0.7288867736307862,0.27111322636921376
110,MWHGLOBALINC,23673147.07,23673147.07,706,3805.6885090000005,601891562.9,1,"MWH GLOBAL, INC.",,OTHER THAN SMALL BUSINESS,2008,mwh global,2008,214200,12701,395250,193751,0,0,407951,407951,D000027760,MWH GLOBAL,mwh global,0.5250630590438558,0.47493694095614425
111,NATIONALGRIDPLC,254936.85,379059.78,3,20282.25,11254750000.0,1,NATIONAL GRID PLC,,SMALL BUSINESS,2008,national grid,2008,243119,173420,141400,71701,0,0,314820,314820,D000027852,NATIONAL GRID PLC,national grid,0.7722476335683883,0.2277523664316117
112,NAVISTARINTERNATIONALCORPORATION,5192212023.0,5192212023.0,78,10666.66667,2086666701.0,1,NAVISTAR INTERNATIONAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,navistar,2008,36714,15000,51864,30150,0,0,66864,66864,D000027918,NAVISTAR INTERNATIONAL,navistar,0.5490847092605886,0.45091529073941133
113,NESTLESA,201868508.3,638650526.5,102,29362.8556,7352941.176,1,NESTLE S.A.,,OTHER THAN SMALL BUSINESS,2008,nestle sa,2008,95049,302691,99146,303988,0,0,399037,399037,D000042332,NESTLE SA,nestle sa,0.23819595676591393,0.761804043234086
114,NEWMOUNTAINCAPITALLLC,129469073.4,133671792.8,1506,516.4422511,57146694.37,1,NEW MOUNTAIN CAPITAL  L.L.C.,,OTHER THAN SMALL BUSINESS,2008,new mountain capital,2008,44050,138400,17500,111850,0,0,155900,155900,D000036192,NEW MOUNTAIN CAPITAL,new mountain capital,0.28255291853752407,0.7174470814624759
115,NEXTERAENERGYINC,264903.0,264903.0,1,13000.0,16000000000.0,1,NEXTERA ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2008,nextera energy,2008,421062,233149,867500,674587,0,0,1095649,1095649,D000000321,NEXTERA ENERGY,nextera energy,0.3843037323084309,0.6156962676915692
116,NORTHROPGRUMMANCORPORATION,73326163833.0,98621375420.0,3916,41408.52236,7097520573.0,1,NORTHROP GRUMMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,northrop grumman,2008,1256844,787065,1627250,1157421,0,7500,2414265,2414265,D000000170,NORTHROP GRUMMAN,northrop grumman,0.5205907387962796,0.4794092612037204
117,NOVARTISAG,9067928.57,196792708.4,58,28253.473710000002,715810337.4,1,NOVARTIS AG,,OTHER THAN SMALL BUSINESS,2008,novartis ag,2008,309772,138998,549050,383051,0,5000,692823,692823,D000022163,NOVARTIS AG,novartis ag,0.447115641368719,0.552884358631281
118,NRGENERGYINC,10467210.0,10467210.0,1,41.0,55000000.0,1,NRG ENERGY  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,nrg energy,2008,240200,146865,138800,47965,0,5000,288165,288165,D000028051,NRG ENERGY,nrg energy,0.8335502229625388,0.16644977703746117
119,OCEANSPRAYCRANBERRIESINC,22147504.82,40906428.5,6,1106.25,0.0,1,OCEAN SPRAY CRANBERRIES  INC.,,OTHER THAN SMALL BUSINESS,2008,ocean spray cranberries,2008,21000,750,26500,6250,0,0,27250,27250,D000000389,OCEAN SPRAY CRANBERRIES,ocean spray cranberries,0.7706422018348624,0.22935779816513763
120,OLINCORPORATION,12142026.34,12142026.34,9,6214.285714,1428571434.0,1,OLIN CORPORATION,,OTHER THAN SMALL BUSINESS,2008,olin,2008,10050,8000,19500,17450,0,0,27500,27500,D000028131,OLIN CORP,olin,0.3654545454545455,0.6345454545454545
121,OMNICOMGROUPINC,146301338.2,213658846.6,39,7939.315476000001,1947836726.0,1,OMNICOM GROUP INC.,,OTHER THAN SMALL BUSINESS,2008,omnicom,2008,557694,862284,60150,360440,0,0,918134,918134,D000022170,OMNICOM GROUP,omnicom,0.6074211389622866,0.39257886103771344
122,ONEXCORPORATION,61268.0,61268.0,6,6190.0,441500012.5,1,ONEX CORPORATION,,OTHER THAN SMALL BUSINESS,2008,onex,2008,54359,83555,21450,52946,0,0,107305,107305,D000028150,ONEX CORP,onex,0.5065840361586132,0.4934159638413867
123,ORACLECORPORATION,253100.02,942637.48,57,51191.73291,1702919560.0,1,ORACLE CORPORATION,,OTHER THAN SMALL BUSINESS,2008,oracle,2008,786795,812201,306000,329756,0,0,1116551,1116551,D000000422,ORACLE CORP,oracle,0.7046655280412628,0.29533447195873724
124,OSHKOSHCORPORATION,391523173.7,464108031.7,9204,3565.025683,1279712495.0,1,OSHKOSH CORPORATION,,OTHER THAN SMALL BUSINESS,2008,oshkosh,2008,55650,31913,135500,111763,0,0,167413,167413,D000028179,OSHKOSH CORP,oshkosh,0.33241146147551265,0.6675885385244873
125,OSISYSTEMSINC,8466152.76,8466152.76,6,175.0,23579124.0,1,OSI SYSTEMS  INC.,,OTHER THAN SMALL BUSINESS,2008,osi systems,2008,25807,2807,41400,18400,0,0,44207,44207,D000028180,OSI SYSTEMS,osi systems,0.5837763250164001,0.41622367498359986
126,PARKERHANNIFINCORPORATION,2990822.84,5317589.84,81,53517.09031,6400122374.0,1,PARKER-HANNIFIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,parkerhannifin,2008,13300,30600,20000,37300,0,0,50600,50600,D000028227,PARKER-HANNIFIN,parkerhannifin,0.2628458498023715,0.7371541501976284
127,PEPCOHOLDINGSINC,26191760.41,26202956.41,10,2394.444444,2056807782.0,1,"PEPCO HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2008,pepco,2008,63649,16974,54850,8175,0,0,71824,71824,D000028319,PEPCO HOLDINGS,pepco,0.8861801069280464,0.11381989307195367
128,PEPSICOINC,235489942.3,2901839410.0,439,23216.08795,410291938.7,1,PEPSICO  INC.,,OTHER THAN SMALL BUSINESS,2008,pepsico,2008,336840,322905,400546,387291,0,0,724131,724131,D000000200,PEPSICO INC,pepsico,0.46516445228832903,0.534835547711671
129,PFIZERINC,14689729.63,8724178116.0,34,529.8041667,37608335.04,1,PFIZER INC.,,OTHER THAN SMALL BUSINESS,2008,pfizer,2008,1129344,506937,1737201,1112544,0,0,2241888,2241888,D000000138,PFIZER INC,pfizer,0.5037468419475014,0.4962531580524986
130,PHOENIXINTERNATIONALINC,402381.0,402381.0,1,165.0,18884400.0,1,PHOENIX INTERNATIONAL  INC.,,OTHER THAN SMALL BUSINESS,2008,phoenix,2008,53800,31925,29000,7125,0,0,60925,60925,D000028354,PHOENIX COMPANIES,phoenix,0.8830529339351662,0.11694706606483381
131,PITNEYBOWESINC,3052359.48,3259691.48,66,3950.364286,279120158.9,1,PITNEY BOWES INC.,,OTHER THAN SMALL BUSINESS,2008,pitney bowes,2008,154528,68678,198366,109766,0,0,264294,264294,D000022192,PITNEY BOWES INC,pitney bowes,0.5846822099631471,0.4153177900368529
132,POLARISINDUSTRIESINC,5449139.54,5449139.54,17,3575.0,1140961540.0,1,POLARIS INDUSTRIES INC.,,OTHER THAN SMALL BUSINESS,2008,polaris industries,2008,20000,5450,51000,36450,0,0,56450,56450,D000028403,POLARIS INDUSTRIES,polaris industries,0.354295837023915,0.645704162976085
133,PPGINDUSTRIESINC,1913.64,1913.64,3,17900.0,9250000000.0,1,PPG INDUSTRIES  INC.,,OTHER THAN SMALL BUSINESS,2008,ppg industries,2008,55312,55177,78500,78165,0,0,133477,133477,D000028426,PPG INDUSTRIES,ppg industries,0.41439349101343304,0.585606508986567
134,PRAGMATICSINC,19256417.38,19256418.38,1219,379.70036630000004,115710183.2,1,"PRAGMATICS, INC.",,SMALL BUSINESS,2008,pragmatics,2008,136950,117350,24800,5200,0,0,142150,142150,D000028428,PRAGMATICS INC,pragmatics,0.9634189236721773,0.036581076327822724
135,PRICEWATERHOUSECOOPERSLLP,4683929.56,14564164.38,1057,101090.2138,3759153771.0,1,PRICEWATERHOUSECOOPERS LLP,,OTHER THAN SMALL BUSINESS,2008,pricewaterhousecoopers,2008,1430341,1129078,1970300,1664037,0,0,3094378,3094378,D000000124,PRICEWATERHOUSECOOPERS,pricewaterhousecoopers,0.46223861467474237,0.5377613853252576
136,PROGRESSENERGYINC,128613663.6,128613663.6,6,5000.0,5333333333.0,1,PROGRESS ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2008,progress energy,2008,171000,29726,418750,277476,0,0,448476,448476,D000000398,PROGRESS ENERGY,progress energy,0.3812913065582105,0.6187086934417896
137,PRUDENTIALFINANCIALINC,46303427.47,44441365.21,10,1194.741683,61504106.57,1,PRUDENTIAL FINANCIAL INC.,,OTHER THAN SMALL BUSINESS,2008,prudential financial,2008,843502,758908,626500,540056,0,0,1383558,1383558,D000000141,PRUDENTIAL FINANCIAL,prudential financial,0.6096614670292102,0.3903385329707898
138,QINETIQGROUPPLC,90224632.06,93222269.93,1278,3809.5769649999997,567941385.1,1,QINETIQ GROUP PLC,,OTHER THAN SMALL BUSINESS,2008,qinetiq,2008,39250,71300,45800,77850,0,0,117100,117100,D000070980,QINETIQ GROUP,qinetiq,0.33518360375747225,0.6648163962425278
139,RADIANCETECHNOLOGIESINC,28884901.08,29114307.08,53,281.6851852,44103434.57,1,"RADIANCE TECHNOLOGIES, INC.",,SMALL BUSINESS,2008,radiance technologies,2008,97050,110744,128350,142044,0,0,239094,239094,D000028509,RADIANCE TECHNOLOGIES,radiance technologies,0.4059073000577179,0.5940926999422821
140,RAYTHEONCOMPANY,20776334711.0,21382013302.0,4765,39011.6922,5078265743.0,1,RAYTHEON COMPANY,,OTHER THAN SMALL BUSINESS,2008,raytheon,2008,1170346,349092,1941700,1112446,0,0,2282792,2282792,D000000175,RAYTHEON CO,raytheon,0.5126818387308173,0.48731816126918265
141,REYESHOLDINGSLLC,3855.0,3855.0,3,3155.0,2188221184.0,1,REYES HOLDINGS  L.L.C.,,OTHER THAN SMALL BUSINESS,2008,reyes,2008,25000,0,25000,0,0,0,25000,25000,D000037073,REYES CMTE,reyes,1.0,0.0
142,ROCKWELLCOLLINSINC,622290263.5,817124407.4,1333,12855.40618,2563412771.0,1,"ROCKWELL COLLINS, INC.",,SMALL BUSINESS,2008,rockwell collins,2008,111822,98772,103100,87650,0,0,199472,199472,D000028783,ROCKWELL COLLINS INC,rockwell collins,0.5605899574877677,0.4394100425122323
143,ROLLSROYCEGROUPPLC,169563481.5,169563481.5,36,18121.56778,1248987759.0,1,ROLLS-ROYCE GROUP PLC,,OTHER THAN SMALL BUSINESS,2008,rollsroyce,2008,82050,50121,188750,156821,0,0,238871,238871,D000043246,ROLLS-ROYCE PLC,rollsroyce,0.34349083815113596,0.656509161848864
144,SALTCHUKRESOURCESINC,589812.0,589812.0,13,1800.0,10591533.33,1,SALTCHUK RESOURCES  INC.,,OTHER THAN SMALL BUSINESS,2008,saltchuk resources,2008,214991,114391,131100,30500,0,0,245491,245491,D000022236,SALTCHUK RESOURCES,saltchuk resources,0.8757591928013654,0.12424080719863458
145,SECURITASAB,642493112.5,642493112.5,12,1826.375,19309053.25,1,SECURITAS AB,,OTHER THAN SMALL BUSINESS,2008,securitas ab,2008,6750,10350,15500,19100,0,0,25850,25850,D000046110,SECURITAS AB,securitas ab,0.2611218568665377,0.7388781431334622
146,SERCOGROUPPLC,320808931.4,417772019.4,5322,1156.85662,105842589.8,1,SERCO GROUP PLC,,SMALL BUSINESS,2008,serco,2008,117548,44389,194250,121091,0,0,238639,238639,D000043130,SERCO GROUP,serco,0.4925766534388763,0.5074233465611238
147,SIEMENSAG,20499436.38,22015049.34,203,58728.59805,2617740362.0,1,SIEMENS AG,,OTHER THAN SMALL BUSINESS,2008,siemens ag,2008,272181,154552,318500,198571,0,0,470752,470752,D000042425,SIEMENS AG,siemens ag,0.5781834171708246,0.42181658282917545
148,SIERRANEVADACORPORATION,56821317.84,56821317.84,36,948.7842857,324755695.4,1,SIERRA NEVADA CORPORATION,,OTHER THAN SMALL BUSINESS,2008,sierra nevada,2008,161700,77080,140000,55380,0,0,217080,217080,D000029049,SIERRA NEVADA CORP,sierra nevada,0.7448866777224986,0.2551133222775014
149,SMITHFIELDFOODSINC,35108988.85,277112522.6,238,6600.030393,65814538.75,1,SMITHFIELD FOODS  INC.,,OTHER THAN SMALL BUSINESS,2008,smithfield foods,2008,67450,42516,174222,149288,0,0,216738,216738,D000022254,SMITHFIELD FOODS,smithfield foods,0.31120523396912403,0.688794766030876
150,SMSHOLDINGSCORPORATION,23870183.52,23870183.52,1027,13000.0,270000000.0,1,SMS HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,sms,2008,0,3500,23900,27400,0,0,27400,27400,D000029089,SMS HOLDINGS,sms,0.0,1.0
151,STANLEYINC,380327777.1,371622121.6,3520,264.3355633,39367889.77,1,STANLEY  INC.,,SMALL BUSINESS,2008,stanley,2008,12025,20142,19200,27317,0,0,39342,39342,D000043125,STANLEY INC,stanley,0.3056529917136902,0.6943470082863098
152,STERISCORPORATION,293678.35,293678.35,6,4500.0,1000000000.0,1,STERIS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,steris,2008,11495,7795,32400,28700,0,0,40195,40195,D000029207,STERIS CORP,steris,0.2859808433884812,0.7140191566115188
153,STVGROUPINC,35449327.98,35449327.98,9,1200.0,200000000.0,1,STV GROUP INC,,OTHER THAN SMALL BUSINESS,2008,stv,2008,67175,34470,67875,35170,0,0,102345,102345,D000029266,STV GROUP,stv,0.6563583956226489,0.34364160437735114
154,TELEDYNETECHNOLOGIESINC,172206466.8,172206466.8,2241,7106.481999,1369683521.0,1,TELEDYNE TECHNOLOGIES INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,teledyne technologies,2008,104340,103265,62800,61725,0,0,166065,166065,D000029367,TELEDYNE TECHNOLOGIES,teledyne technologies,0.6283081925751964,0.37169180742480357
155,TELOSCORPORATION,187330045.0,217826820.7,91,63.36,12436190.48,1,TELOS CORPORATION,,OTHER THAN SMALL BUSINESS,2008,telos,2008,12700,600,17500,5400,0,0,18100,18100,D000029369,TELOS CORP,telos,0.7016574585635359,0.2983425414364641
156,TEREXCORPORATION,8322.0,8322.0,1,800.0,35000000.0,1,TEREX CORPORATION,,OTHER THAN SMALL BUSINESS,2008,terex,2008,2055,27486,2300,27731,0,0,29786,29786,D000029382,TEREX CORP,terex,0.06899214396024979,0.9310078560397502
157,TEXTRONINC,3049220979.0,3049220979.0,274,6417.3071899999995,2192722792.0,1,TEXTRON INC.,,OTHER THAN SMALL BUSINESS,2008,textron,2008,354925,207350,684000,536175,0,0,891100,891100,D000000201,TEXTRON INC,textron,0.3982998541128942,0.6017001458871059
158,THEBOEINGCOMPANY,872648000000.0,1213980000000.0,3407,89508.46467999999,42218183762.0,1,THE BOEING COMPANY,,OTHER THAN SMALL BUSINESS,2008,boeing,2008,1532586,793991,1878250,1156707,0,20500,2689293,2689293,D000000100,BOEING CO,boeing,0.5698843525045431,0.430115647495457
159,THECLOROXCOMPANY,48222515.83,87872400.03,28,2375.0,720000000.0,1,THE CLOROX COMPANY,,OTHER THAN SMALL BUSINESS,2008,clorox,2008,24005,18124,12000,6119,0,0,30124,30124,D000024879,CLOROX CO,clorox,0.7968729252423317,0.2031270747576683
160,THECOCACOLACOMPANY,82378596.11,468924310.8,64,4935.7045450000005,39018266.43,1,THE COCA-COLA COMPANY,,SMALL BUSINESS,2008,cocacola,2008,247544,211245,230550,194251,0,0,441795,441795,D000000212,COCA-COLA CO,cocacola,0.5603141728629795,0.4396858271370206
161,THEDAYZIMMERMANNGROUPINC,80680410.47,80680410.47,63,533.7083333,98864695.2,1,THE DAY & ZIMMERMANN GROUP INC,,OTHER THAN SMALL BUSINESS,2008,day zimmermann,2008,65004,11254,137400,83650,0,0,148654,148654,D000025286,DAY & ZIMMERMANN,day zimmermann,0.4372838941434472,0.5627161058565529
162,THEINTERPUBLICGROUPOFCOMPANIESINC,40710003.2,40710003.2,3,161.0,12.0,1,THE INTERPUBLIC GROUP OF COMPANIES INC,,OTHER THAN SMALL BUSINESS,2008,interpublic,2008,1203547,1592145,82221,470344,0,0,1673891,1673891,D000021897,INTERPUBLIC GROUP,interpublic,0.7190115724381098,0.28098842756189024
163,THEMANITOWOCCOMPANYINC,14202.9,14202.9,2,5000.0,2300000000.0,1,THE MANITOWOC COMPANY INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,manitowoc,2008,48650,6750,65910,24010,0,0,72660,72660,D000027367,MANITOWOC CO,manitowoc,0.6695568400770713,0.3304431599229287
164,THEPARSONSCORPORATION,37968292.63,41814727.63,1307,3218.762131,770594971.6,1,THE PARSONS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2008,parsons,2008,358950,39500,587000,267300,0,0,626250,626250,D000022175,PARSONS CORP,parsons,0.5731736526946107,0.4268263473053892
