,recipient_name_clean,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year
16486,rogers helicopters,125291857.91999999,204291857.91999996,322.0,71.62916666666666,11448123.216666665,1.0,ROGERS HELICOPTERS  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16487,rogers lovelock fritz,1296542.24,1296542.24,28.0,75.16666666666666,14148067.333333332,1.0,"ROGERS, LOVELOCK & FRITZ, INC.",,OTHER THAN SMALL BUSINESS,2016
16488,rohmann services,30110430.0,70934444.0,295.0,73.70833333333333,9078747.333333334,1.0,ROHMANN SERVICES  INC.,,SMALL BUSINESS,2016
16489,rohr,14929193.0,14929193.0,10.0,24000.0,6499999893.333334,1.0,ROHR  INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16490,rolling bay,31979459.28,31979459.28,5150.0,63.05011947431302,6103107.271505376,1.0,"ROLLING BAY, LLC",,SMALL BUSINESS,2016
16491,rollsroyce,542429139.4699999,954901596.09,2168.0,40399.33118892358,15088060301.986944,1.0,ROLLS-ROYCE CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16492,rollsroyce defense services,87340525.19,87340525.19,22.0,40909.84848484848,16001204584.242424,1.0,ROLLS-ROYCE DEFENSE SERVICES INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16493,rollsroyce marine north america,17937865.93,41353413.93,5041.0,48899.138785568066,17132730185.798353,1.0,ROLLS-ROYCE MARINE NORTH AMERICA INC.,,OTHER THAN SMALL BUSINESS,2016
16494,rollsroyce north american technologies,2034484.0,2034484.0,388.0,41686.607142857145,10831544365.464287,1.0,ROLLS-ROYCE NORTH AMERICAN TECHNOLOGIES INC.,,OTHER THAN SMALL BUSINESS,2016
16495,romanyk consulting,18959026.990000002,18959276.990000002,14550.0,10.143055555555556,1521629.038888889,1.0,ROMANYK CONSULTING CORPORATION,,SMALL BUSINESS,2016
16496,romem aqua systems,681359.7,681359.7,119.0,22.666666666666664,2145833.333333333,1.0,"ROMEM AQUA SYSTEMS COMPANY, INC",,SMALL BUSINESS,2016
16497,roofing resources,258165.17,258165.17,3303.0,11.32620320855615,2330344.7647058824,1.0,ROOFING RESOURCES INC,,SMALL BUSINESS,2016
16498,rore,44847013.58,242880936.11,4360.0,64.78124430942313,12061075.683294918,1.0,"RORE, INC.",,SMALL BUSINESS,2016
16499,rosemount aerospace,45883317.03,50745470.03000001,532.0,22832.003186567395,5656987693.178734,1.0,ROSEMOUNT AEROSPACE INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16500,rosenbauer beteiligungsverwaltung gmbh,10018086.9,12118086.9,7265.0,376.28571428571416,142698000.765873,1.0,ROSENBAUER BETEILIGUNGSVERWALTUNG GMBH,,SMALL BUSINESS,2016
16501,ross construction,2658051.0,2658051.0,10.0,121.0,32914844.0,1.0,THE ROSS GROUP CONSTRUCTION CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16502,rotech healthcare,18907906.0,18907906.0,1504.0,3733.978260869565,455811886.2336956,1.0,ROTECH HEALTHCARE INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16503,roundhouse pbn,5946863.92,5946863.92,18.0,8.25,6766667.625,1.0,ROUNDHOUSE PBN,,SMALL BUSINESS,2016
16504,royal dutch shell,842460601.1999999,4501569248.96,29750.0,71164.3541059474,184579753272.83026,1.0,ROYAL DUTCH SHELL PLC,,OTHER THAN SMALL BUSINESS,2016
16505,royster,7281821.439999999,10086284.81,9247.0,21.39452457264957,3440710.47008547,1.0,"ROYSTER GROUP, INC., THE",,SMALL BUSINESS,2016
16506,rq construction,341427031.0,351021061.0,1383.0,1225.4562637362637,932558150.0184615,1.0,"RQ CONSTRUCTION, LLC",,OTHER THAN SMALL BUSINESS,2016
16507,rrh,11528834.64,81806281.93,8371.0,3500.0,3000000000.0,1.0,RRH CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16508,rsi tires,8536154.15,8536154.15,150.0,4.0,250000.0,1.0,RSI TIRES  INC.,OTHER,SMALL BUSINESS,2016
16509,rsr,26201145.640000008,30307746.480000004,6217.0,5.875,813214.2857142857,1.0,"RSR INTERNATIONAL, LLC",,SMALL BUSINESS,2016
16510,rtl networks,64325313.980000004,65336340.89,9066.0,85.67590506395386,12011623.62413716,1.0,"RTL NETWORKS, INC.",,SMALL BUSINESS,2016
16511,ruchman and associates,26742818.34,26742818.34,2139.0,304.16666666666663,11895105.722222226,1.0,RUCHMAN AND ASSOCIATES  INC.,,SMALL BUSINESS,2016
16512,ruta supplies,9223828.010000002,25983344.410000004,8980.0,27.0,1500.0,1.0,RUTA SUPPLIES INC.,,SMALL BUSINESS,2016
16513,rutgers state university new jersey,5822927.080000001,5972927.080000001,377.0,6702.9828869047615,1274237662.563785,1.0,RUTGERS  THE STATE UNIVERSITY OF NEW JERSEY,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16514,ryan,668528.35,668528.35,10.0,576.0,81600000.0,1.0,THE RYAN GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16515,ryan consulting,18959333.68,19521281.130000003,3882.0,50.36904761904762,8977029.044642854,1.0,RYAN CONSULTING GROUP  INC.,,SMALL BUSINESS,2016
16516,ryba marine construction coterra contracting services joint venture,348600000.0,1248600000.0,150.0,1526.0,708892992.8,1.0,RYBA MARINE CONSTRUCTION CO/TERRA CONTRACTING SERVICES  LLC  A JOINT VENTURE,,OTHER THAN SMALL BUSINESS,2016
16517,rylex consulting liability,4139448.14,4139448.14,1114.0,52.69345238095238,3307432.9523809524,1.0,RYLEX CONSULTING LIMITED LIABILITY COMPANY,,SMALL BUSINESS,2016
16518,s b ballard construction,7846924.69,7846924.69,15.0,225.0,77000000.0,1.0,S. B. BALLARD CONSTRUCTION COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16519,s c,7076878.969999999,7076878.969999999,131.0,37.53901098901099,6764596.6619047625,1.0,"S C & A, INC.",,SMALL BUSINESS,2016
16520,s d technologies,12056202.33,13062507.330000002,18.0,6.0,1500000.0,1.0,S D TECHNOLOGIES INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16521,s i t,2952600.1100000003,3252600.1000000006,26321.0,11.0,22582435.690777756,1.0,S I T CORPORATION,,SMALL BUSINESS,2016
16522,s j amoroso construction,21377239226.430008,21377239226.430008,756.0,174.54814814814816,307869886.837037,1.0,S. J. AMOROSO CONSTRUCTION CO.  INC.,,OTHER THAN SMALL BUSINESS,2016
16523,s k global solutions,6733878.790000002,6733878.790000002,4810.0,94.7234761051374,9178362.735298388,1.0,"S & K GLOBAL SOLUTIONS, LLC.",,SMALL BUSINESS,2016
16524,s m resources,660179.09,660179.09,14.0,60.0,4330301.111111111,1.0,"S M RESOURCES CORPORATION, INC.",,SMALL BUSINESS,2016
16525,s t wooten,466443.0,466443.0,7.0,925.0,300000000.0,1.0,S. T. WOOTEN CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16526,s4,105643548.34000003,108784143.54,2427.0,110.12893642305409,16878676.094175085,1.0,"S4, INC.",,SMALL BUSINESS,2016
16527,sa photonics,599589.28,649579.5,1461.0,45.94405594405594,10616019.167832168,1.0,SA PHOTONICS  INC.,,SMALL BUSINESS,2016
16528,saab ab,1274936.6800000002,1461514.06,3750.0,11862.069746376812,2708206072.7865334,1.0,SAAB AB,,OTHER THAN SMALL BUSINESS,2016
16529,saab defense and security usa,1479221.7999999998,1479221.7999999998,157.0,13000.0,3000000000.0,1.0,SAAB DEFENSE AND SECURITY USA LLC,,OTHER THAN SMALL BUSINESS,2016
16530,saab sensis,6464949.0,6464949.0,32.0,5860.8076923076915,1706478080.0,1.0,SAAB SENSIS CORPORATION,,SMALL BUSINESS,2016
16531,saalex solutions,854301.96,854301.96,2108.0,121.28333333333333,12545065.841666669,1.0,SAALEX SOLUTIONS  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16532,sabel systems,9982577.23,17002994.19,1280.0,16.262962962962966,2298557.9481481486,1.0,SABEL SYSTEMS  INC.,,SMALL BUSINESS,2016
16533,sabg,10519135.8,13415727.0,3028.0,3.125,106250.875,1.0,SABG,,SMALL BUSINESS,2016
16534,sabre systems,6248263.91,6338968.07,554.0,228.5017482517482,30939917.9965035,1.0,"SABRE SYSTEMS, INC.",,OTHER THAN SMALL BUSINESS,2016
16535,sabree environmental construction,17414029.209999997,18670293.09,70.0,49.71012388695315,5721496.322106078,1.0,SABREE ENVIRONMENTAL & CONSTRUCTION  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16536,sabreliner aviation,19306614.13,545614060.13,275.0,64.00729946524065,25774.656871657753,1.0,"SABRELINER AVIATION, LLC",,SMALL BUSINESS,2016
16537,saf,20509705.43,65509705.430000015,877.0,36.07107611973973,11610272.939224362,1.0,"SAF, INC.",,SMALL BUSINESS,2016
16538,safe boats,1907682.8599999999,1907682.8599999999,500.0,285.29749532678227,58794184.323249474,1.0,SAFE BOATS INTERNATIONAL LLC,,SMALL BUSINESS,2016
16539,safeguard services,1060009693.23,11627902842.0,90.0,24580.208333333336,3781984134.6833334,1.0,SAFEGUARD SERVICES LLC,,OTHER THAN SMALL BUSINESS,2016
16540,safenet,766707.78,766707.78,7.0,1588.0,419750000.0,1.0,SAFENET  INC.,OTHER,OTHER THAN SMALL BUSINESS,2016
16541,safran,2775054713.25,3578206476.25,3625.0,117062.4636051892,79000880248.25186,1.0,SAFRAN,,OTHER THAN SMALL BUSINESS,2016
16542,sage computing,92783163.13999999,105244749.07999998,2779.0,20.6,2062794.7833333332,1.0,SAGE COMPUTING INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16543,sage energy trading,3723221.5300000003,3723221.5300000003,461.0,2.0,36133011.32939245,1.0,"SAGE ENERGY TRADING, LLC",,OTHER THAN SMALL BUSINESS,2016
16544,sagent pharmaceuticals,22885123.21,22885123.21,3482.0,92.23406593406594,124408241.75824177,1.0,"SAGENT PHARMACEUTICALS, INC.",,OTHER THAN SMALL BUSINESS,2016
16545,saic,715659265834.7401,2514510844348.2,105209.0,34188.29107805516,8855297212.20291,1.0,SAIC  INC.,,OTHER THAN SMALL BUSINESS,2016
16546,saint louis university,3415190.38,4729945.38,3415.0,5431.819062881562,603160337.1868131,1.0,SAINT LOUIS UNIVERSITY,,OTHER THAN SMALL BUSINESS,2016
16547,saitech,350357480.14,593764524.22,4217.0,23.083960699961914,7274856.564517935,1.0,SAITECH INC.,,SMALL BUSINESS,2016
16548,salient federal solutions,237278105.64,439466087.12,28205.0,959.9017785352579,305496973.5095262,1.0,"SALIENT FEDERAL SOLUTIONS, INC.",,OTHER THAN SMALL BUSINESS,2016
16549,salmon,7028129.08,7859310.379999999,6313.0,91.88216179006712,3739005.498833203,1.0,"SALMON GROUP, INC.",,SMALL BUSINESS,2016
16550,saltchuk resources,54518568.09,781803191.4300001,15463.0,1700.7160498671115,591478375.2131596,1.0,SALTCHUK RESOURCES  INC.,,OTHER THAN SMALL BUSINESS,2016
16551,salvadorini consulting,28177330.86,30223330.86,5205.0,3.603968253968254,1753075.3968253967,1.0,SALVADORINI CONSULTING LLC,,SMALL BUSINESS,2016
16552,salvation army,16109970.17,33854573.7,206.0,35057.26924603175,1452298089.7318628,1.0,THE SALVATION ARMY,,OTHER THAN SMALL BUSINESS,2016
16553,san antonio river authority,34537088.47,34537088.47,4.0,166.66666666666666,13650322.666666666,1.0,SAN ANTONIO RIVER AUTHORITY,,OTHER THAN SMALL BUSINESS,2016
16554,san diego project management psc,412049.74,412049.74,171.0,5.0,750000.0,1.0,SAN DIEGO PROJECT MANAGEMENT PSC,,SMALL BUSINESS,2016
16555,san juan construction,1552237.0,1552237.0,12.0,117.0,28000000.0,1.0,SAN JUAN CONSTRUCTION  INC.,,OTHER THAN SMALL BUSINESS,2016
16556,sanametrix,891221.0,891221.0,1039.0,24.76190476190477,3320781.666666666,1.0,SANAMETRIX  INC.,,SMALL BUSINESS,2016
16557,sandhills utility services,2932728.9699999997,2932728.9699999997,106.0,38.0,13681000.0,1.0,"SANDHILLS UTILITY SERVICES, LLC",,SMALL BUSINESS,2016
16558,sanminasci,4460200.57,4460200.57,6513.0,43218.67659356726,5919479458.671227,1.0,SANMINA-SCI CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16559,sanofi,268933.01,268933.01,4704.0,3708.4365744553133,1735571442.4930453,1.0,SANOFI,,OTHER THAN SMALL BUSINESS,2016
16560,sanofi pasteur biologics,77647460.0,77647460.0,8.0,107647.0,43722678272.0,1.0,SANOFI PASTEUR BIOLOGICS  LLC,,SMALL BUSINESS,2016
16561,sanofiaventis,161979.21,161979.21,5005.0,11260.769230769229,6489685924.923079,1.0,SANOFI-AVENTIS,,OTHER THAN SMALL BUSINESS,2016
16562,sanofisynthelabo,37624500.0,37624500.0,2.0,106859.0,6362434560.0,1.0,SANOFI-SYNTHELABO  INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16563,sap ag,16425839.139999999,16477225.67,917.0,12060.493763353072,7158386125.576387,1.0,SAP AG,,OTHER THAN SMALL BUSINESS,2016
16564,sap america,77702759.21000001,140726072.39999998,1340.0,1116.2237822061193,405595337.3563305,1.0,SAP AMERICA  INC.,,OTHER THAN SMALL BUSINESS,2016
16565,sapient,10513682884.279999,26757106991.070004,13722.0,2059.060938191066,237815712.04605305,1.0,SAPIENT CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16566,saratoga medical center,14289902.899999999,17470661.24,8011.0,121.37708641276711,7222322.029255206,1.0,SARATOGA MEDICAL CENTER  INC.,,SMALL BUSINESS,2016
16567,sargent aerospace defense,3515530.23,4215730.22,1469.0,13570.204367337485,2885616819.199276,1.0,"SARGENT AEROSPACE & DEFENSE, LLC",,OTHER THAN SMALL BUSINESS,2016
16568,satco south 1,42263382.0,42263382.0,20.0,12.0,2350944.444444444,1.0,SATCO SOUTH 1  LLC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16569,satcom direct,140932.25,151505.45,22574.0,61.70511453947766,49442295.16783382,1.0,SATCOM DIRECT INC,,OTHER THAN SMALL BUSINESS,2016
16570,satellite services,3025673.2,9242984.0,206.0,295.2352941176472,28104109.05882353,1.0,"SATELLITE SERVICES, INC.",,SMALL BUSINESS,2016
16571,satterfield and pontikes construction,36057944.74,36057944.74,42.0,400.0,150000000.0,1.0,"SATTERFIELD AND PONTIKES CONSTRUCTION, INC.",,OTHER THAN SMALL BUSINESS,2016
16572,sauer,45220947.0,45220947.0,455.0,908.9821428571429,370355611.5476191,1.0,SAUER HOLDINGS  INC.,,OTHER THAN SMALL BUSINESS,2016
16573,savan,1084401.52,5532111.120000001,2052.0,10.571428571428571,1228571.4285714286,1.0,SAVAN GROUP LLC,,SMALL BUSINESS,2016
16574,savi technology,319261.15,319261.15,45.0,95.41025641025641,25129426.0,1.0,SAVI TECHNOLOGY INC,,SMALL BUSINESS,2016
16575,savvee consulting,5848271.96,6914211.2,6303.0,45.881944444444436,6084665.895833334,1.0,SAVVEE CONSULTING  INC.,,SMALL BUSINESS,2016
16576,saw contracting,7274028.0,7274028.0,50.0,4.125,2918750.0,1.0,"SAW CONTRACTING, INC",,SMALL BUSINESS,2016
16577,sawdey solution services,1809427356.82,2390638702.16,13476.0,92.70737565743364,7920195.3305296535,1.0,"SAWDEY SOLUTION SERVICES, INC.",,SMALL BUSINESS,2016
16578,sawtst,2726022.7700000005,3207520.37,2447.0,46.492647058823536,5019169.181617647,1.0,"SAWTST, LLC",,SMALL BUSINESS,2016
16579,sayres and associates,1824932.3000000003,1824932.3000000003,1055.0,174.0,12026250.0,1.0,SAYRES AND ASSOCIATES CORP,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16580,sbbi,3631236.76,3631236.76,113.0,142.7585185185185,23122607.57259259,1.0,"SBBI, INC.",,SMALL BUSINESS,2016
16581,sbd alliant,77115780.42,117873796.87,147.0,1.0,2192000.0,1.0,"SBD ALLIANT, LLC",,SMALL BUSINESS,2016
16582,sbg technology solutions,33045753.770000003,49089425.08,16885.0,59.22670468828557,13242354.260779599,1.0,SBG TECHNOLOGY SOLUTIONS INC.,OTHER,SMALL BUSINESS,2016
16583,sc,3353112.64,3353112.64,3747.0,1179.5945299145299,199344683.68956196,1.0,"SC COMPANIES, INC.",,OTHER THAN SMALL BUSINESS,2016
16584,sc jones services,3077801.4000000004,3077801.4000000004,161.0,72.91666666666666,6555555.555555556,1.0,"SC JONES SERVICES, INC",,SMALL BUSINESS,2016
16585,scalable network technologies,5072338.64,5859802.64,39.0,40.86805555555556,9000000.0,1.0,"SCALABLE NETWORK TECHNOLOGIES, INC.",,SMALL BUSINESS,2016
16586,scaletta moloney armoring,714482.25,714482.25,9076.0,99.13144841269843,11932936.507936507,1.0,SCALETTA MOLONEY ARMORING CORP,,SMALL BUSINESS,2016
16587,schafer government services,21564599.22,134253071.22,104.0,1289.7,66400384570.66665,1.0,SCHAFER GOVERNMENT SERVICES  LLC,,OTHER THAN SMALL BUSINESS,2016
16588,schnabel,72516139.67,72516139.67,98.0,218.65595238095239,98189284.70357144,1.0,"SCHNABEL, INC.",,OTHER THAN SMALL BUSINESS,2016
16589,schneider electric sa,92646910.45,10218128606.67,48901.0,92954.99466977714,16925232746.664454,1.0,SCHNEIDER ELECTRIC SA,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16590,schreiber translations,22457222.21,22457222.21,1510.0,18.520402346445824,3708962.4798711757,1.0,"SCHREIBER TRANSLATIONS, INC.",,SMALL BUSINESS,2016
16591,schroder investment management north america,46120900.56,800000000.0,80.0,3303.0,2100569992.0,1.0,SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA INC.,,OTHER THAN SMALL BUSINESS,2016
16592,schuler incorporated,120621.84,120621.84,10.0,3560.0,725000000.0,1.0,SCHULER INCORPORATED,,OTHER THAN SMALL BUSINESS,2016
16593,schutt industries clintonville wis,40494698.14,669138061.2499999,3427.0,137.7274126744715,141456796.6075319,1.0,"SCHUTT INDUSTRIES OF CLINTONVILLE, WIS., INC.",,SMALL BUSINESS,2016
16594,schwan food,13500.0,13500.0,2.0,140.0,500000000.0,1.0,THE SCHWAN FOOD COMPANY,,SMALL BUSINESS,2016
16595,sci tec,1233827.34,1233827.34,1173.0,48.30769230769231,11025417.663461538,1.0,SCI TEC INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16596,science and engineering services,3662828171.699999,12875389515.159996,1150.0,498.3222476195583,235064981.6977169,1.0,SCIENCE AND ENGINEERING SERVICES  INC.,,SMALL BUSINESS,2016
16597,science and management resources,318434.53,318434.53,37.0,91.64285714285714,9079995.5,1.0,SCIENCE AND MANAGEMENT RESOURCES  INC.,,SMALL BUSINESS,2016
16598,science and technology,138100855.89,1489669767.5700002,9414.0,213.45297997685833,25105607.57680443,1.0,SCIENCE AND TECHNOLOGY CORPORATION,,SMALL BUSINESS,2016
16599,science applications,351955510228.2293,457981521767.559,660328.0,25203.714253510665,6815136713.996892,1.0,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16600,science systems and applications,7770957700.12,8196084282.12,2142.0,585.8024172638956,79466162.06273928,1.0,"SCIENCE SYSTEMS AND APPLICATIONS, INC.",,SMALL BUSINESS,2016
16601,scientific application research associates,76612022.78,76681113.81,217.0,80.83333333333333,17325083.729166668,1.0,SCIENTIFIC APPLICATION & RESEARCH ASSOCIATES,,SMALL BUSINESS,2016
16602,scientific consulting,15553.26,15553.26,13.0,48.0,6792943.0,1.0,SCIENTIFIC CONSULTING GROUP  INC  THE,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16603,scientific research,376487163.96000004,387573569.51,10921.0,1256.2147061491207,244225165.49849522,1.0,SCIENTIFIC RESEARCH CORP,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16604,scientific solutions,63598.0,63598.0,1001.0,13.333333333333336,4566666.666666667,1.0,"SCIENTIFIC SOLUTIONS, INC.",,SMALL BUSINESS,2016
16605,scientific systems,2946905.0,3086751.0,512.0,43.97836538461539,10445379.807692308,1.0,SCIENTIFIC SYSTEMS COMPANY INC.,,SMALL BUSINESS,2016
16606,scimetrika,315544544.64,324375336.38,22193.0,63.66406237287724,5798716.12572476,1.0,"SCIMETRIKA, LLC",,SMALL BUSINESS,2016
16607,scitech services,5419380.65,6706399.5600000005,1287.0,72.36111111111111,8391986.111111112,1.0,SCITECH SERVICES  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16608,scitor,148326943.58,6778010355.58,7360.0,1242.805479414806,496440881.8789645,1.0,SCITOR CORPORATION,,OTHER THAN SMALL BUSINESS,2016
16609,scofield catering management,27821845.9,27821845.9,95.0,12.0,1500000.0,1.0,SCOFIELD CATERING & MANAGEMENT  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16610,scope infotech,22676459.419999998,25051090.18,1202.0,6.882783882783881,2267582.4175824174,1.0,SCOPE INFOTECH  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16611,scriptpro,12994983.120000001,16466180.89,1654.0,602.7354889125709,96203790.6222958,1.0,SCRIPTPRO LLC,,OTHER THAN SMALL BUSINESS,2016
16612,scs ii ajv,6949372.41,6949372.41,44.0,2.0,1000.0,1.0,SCS II AJV,,SMALL BUSINESS,2016
16613,sdic constructors,1778962.87,1778962.87,55.0,0.1,1.0,1.0,SDIC CONSTRUCTORS,,SMALL BUSINESS,2016
16614,sdpm jfm construcciones joint venture,24915828.68,24915828.68,104.0,4.59375,312499.99999999994,1.0,SDPM JFM CONSTRUCCIONES JOINT VENTURE,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16615,sds,34859954.78,34859954.78,1866.0,86.58333333333333,12502567.436111111,1.0,"SDS INTERNATIONAL, INC.",,SMALL BUSINESS,2016
16616,sdv construction,9055284.599999998,9055284.599999998,235.0,25.407407407407412,9084916.111111112,1.0,"SDV CONSTRUCTION, INC.",,SMALL BUSINESS,2016
16617,sea box,38263928.480000004,38315291.480000004,28623.0,150.76391230350993,5892670.553756621,1.0,SEA BOX INC,,SMALL BUSINESS,2016
16618,seaborn health care,27244913.750000004,265730362.55,1135.0,57.00958975580582,1041571.6142927536,1.0,"SEABORN HEALTH CARE, INC.",,SMALL BUSINESS,2016
16619,sealaska,20623533.490000002,276296946.46,4493.0,110.58848412881463,18756864.202960085,1.0,SEALASKA CORPORATION,,SMALL BUSINESS,2016
16620,seamon,28145007.740000002,92148643.91,11621.0,53.66469755244755,4758813.626586247,1.0,SEAMON CORPORATION,,SMALL BUSINESS,2016
16621,seattle biomedical research institute,13104.0,13104.0,9.0,300.0,13666666.666666664,1.0,SEATTLE BIOMEDICAL RESEARCH INSTITUTE,,OTHER THAN SMALL BUSINESS,2016
16622,seaward marine services,1523070.0,1523070.0,99.0,150.0,25055555.555555552,1.0,"SEAWARD MARINE SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2016
16623,seaward services,368646314.51,434195786.75,1673.0,164.90153594771243,22407235.203366015,1.0,SEAWARD SERVICES  INC.,,OTHER THAN SMALL BUSINESS,2016
16624,seawolf construction,10524249.21,10524249.21,470.0,22.353567538126363,19758026.49545207,1.0,SEAWOLF CONSTRUCTION CORP,,SMALL BUSINESS,2016
16625,seb technologies,16330227.92,16330477.92,674.0,15.333333333333332,2083333.333333333,1.0,"SEB TECHNOLOGIES, INC.",,SMALL BUSINESS,2016
16626,sechan electronics,67281427.94,69685110.94,440.0,245.20295546040455,44042073.23387563,1.0,"SECHAN ELECTRONICS, INC.",,SMALL BUSINESS,2016
16627,sectek,4172273.73,11310408.950000001,393.0,1114.9678571428572,82548142.85714287,1.0,"SECTEK, INC.",,OTHER THAN SMALL BUSINESS,2016
16628,securboration,149910.0,149910.0,351.0,31.66666666666667,6920842.666666668,1.0,SECURBORATION  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16629,securemedy incorporated,15347712.89,56667930.92,11.0,105.0,2461706.5,1.0,SECUREMEDY  INCORPORATED,,SMALL BUSINESS,2016
16630,securitas ab,1198590833.26,3256349203.25,22338.0,4869.256710156489,191405307.78107196,1.0,SECURITAS AB,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16631,security alliance florida,128059966.22999999,138495986.79,151.0,708.5416666666667,15208333.333333332,1.0,SECURITY ALLIANCE OF FLORIDA  LLC,PARTNERSHIP,SMALL BUSINESS,2016
16632,security walls,18972747.08,22693119.560000002,6146.0,78.10788690476191,2622789.1865079356,1.0,"SECURITY WALLS, LLC",,SMALL BUSINESS,2016
16633,securityhunter,34145403.48,34463724.61,11327.0,15.255249390449833,3415277.6492381133,1.0,"SECURITYHUNTER, INC.",,SMALL BUSINESS,2016
16634,seed joint venture,98641.3,98641.3,26.0,1.0,300000.0,1.0,SEED JOINT VENTURE,,SMALL BUSINESS,2016
16635,seemann composites,748897.0,748897.0,6.0,53.0,7000000.0,1.0,SEEMANN COMPOSITES INC,,SMALL BUSINESS,2016
16636,segue technologies,9289594.029999997,12988935.45,250.0,65.38779761904762,13402186.316666666,1.0,"SEGUE TECHNOLOGIES, INC.",,SMALL BUSINESS,2016
16637,segura consulting,181338755.0,181338755.0,4158.0,13.444444444444446,4842244.916666667,1.0,SEGURA CONSULTING  LLC,OTHER,SMALL BUSINESS,2016
16638,sehlke consulting,69120.0,69120.0,1044.0,14.5,809166.5,1.0,SEHLKE CONSULTING LLC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16639,sei,12031273.94,12305413.95,834.0,92.49945103205972,21180047.171936758,1.0,"SEI GROUP, INC.",,SMALL BUSINESS,2016
16640,seiler instrument manufacturing,2935756.35,3291941.3500000006,1291.0,167.38213239318716,44724060.90022216,1.0,SEILER INSTRUMENT & MANUFACTURING CO INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2016
16641,sek jv,49825996.65,49825996.65,114.0,2.0,1.0,1.0,SEK JV,,SMALL BUSINESS,2016
16642,sekon enterprise,12184947.280000001,12184947.280000001,762.0,22.258333333333333,5129039.1625,1.0,"SEKON ENTERPRISE, INC.",,SMALL BUSINESS,2016
16643,select computing,25336042.9,27203694.5,7718.0,34.325,5985448.0125,1.0,SELECT COMPUTING  INC.,,SMALL BUSINESS,2016
16644,selecttech services,106891567.0,118210840.0,3863.0,136.83910984848484,12881653.754040401,1.0,SELECTTECH SERVICES CORPORATION,,SMALL BUSINESS,2016
16645,selex systems integration,639836.71,639836.71,6023.0,70334.3722943723,20537472906.967052,1.0,SELEX SYSTEMS INTEGRATION INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016
16646,semanticbits,2089432.0,502089432.0,77.0,28.0,6299397.4,1.0,SEMANTICBITS  LLC,,SMALL BUSINESS,2016
16647,semco energy,418691.52,418691.52,11.0,171.0,258286000.0,1.0,SEMCO ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2016
16648,semper tek,20017583.46,20017583.46,564.0,14.836190476190474,4190898.4126984132,1.0,SEMPER TEK  INC.,,SMALL BUSINESS,2016
16649,sempra energy,8305957.470000001,8695841.23,54.0,9458.55097926267,8047035480.671083,1.0,SEMPRA ENERGY,,OTHER THAN SMALL BUSINESS,2016
