,org_id,org_name,Cycle,Total,Democrats,Republicans,% to Dems,% to Repubs,Individuals,PACs,Soft (Indivs),Soft (Orgs)
14461,D000044671,Bassett Furniture Industries,2000,"$11,700","$3,000","$8,700",26%,74%,"$11,700",$0,$0,$0
14462,D000044671,Bassett Furniture Industries,1996,"$17,250","$2,250","$15,000",13%,87%,"$7,250",$0,$0,"$10,000"
14463,D000044671,Bassett Furniture Industries,1994,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
14464,D000044671,Bassett Furniture Industries,1992,$250,$0,$250,0%,100%,$250,$0,$0,$0
14466,D000044672,Bay Meadows Land Co,2008,"$4,850","$4,850",$0,100%,0%,"$4,850",$0,$0,$0
14467,D000044672,Bay Meadows Land Co,2006,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
14469,D000044673,Bayada Home Health Care,2020,$300,$50,$0,17%,0%,$50,$0,$250,$0
14470,D000044673,Bayada Home Health Care,2018,"$174,576","$137,480","$36,696",79%,21%,"$19,743","$154,683",$150,$0
14471,D000044673,Bayada Home Health Care,2016,"$110,954","$70,884","$39,515",64%,36%,"$24,066","$86,333",$105,$0
14472,D000044673,Bayada Home Health Care,2014,"$100,975","$63,925","$37,050",63%,37%,"$15,725","$85,250",$0,$0
14473,D000044673,Bayada Home Health Care,2012,"$93,750","$61,550","$31,950",66%,34%,"$33,250","$60,500",$0,$0
14474,D000044673,Bayada Home Health Care,2010,"$36,212","$29,562","$6,650",82%,18%,"$36,212",$0,$0,$0
14476,D000044674,"Beam, Longest & Neff",2020,"$2,700",$0,"$2,700",0%,100%,"$2,700",$0,$0,$0
14477,D000044674,"Beam, Longest & Neff",2018,"$37,450","$2,250","$35,200",6%,94%,"$37,450",$0,$0,$0
14478,D000044674,"Beam, Longest & Neff",2016,"$38,050","$4,250","$33,800",11%,89%,"$38,050",$0,$0,$0
14479,D000044674,"Beam, Longest & Neff",2014,"$10,750","$2,750","$8,000",26%,74%,"$10,750",$0,$0,$0
14480,D000044674,"Beam, Longest & Neff",2012,"$43,825","$9,750","$34,075",22%,78%,"$43,825",$0,$0,$0
14481,D000044674,"Beam, Longest & Neff",2010,"$21,400","$14,550","$6,850",68%,32%,"$21,400",$0,$0,$0
14482,D000044674,"Beam, Longest & Neff",2008,"$17,300","$11,300","$6,000",65%,35%,"$17,300",$0,$0,$0
14483,D000044674,"Beam, Longest & Neff",2006,"$15,440","$8,400","$7,040",54%,46%,"$15,440",$0,$0,$0
14484,D000044674,"Beam, Longest & Neff",2004,"$23,500","$7,450","$16,050",32%,68%,"$23,500",$0,$0,$0
14485,D000044674,"Beam, Longest & Neff",2002,"$34,320","$20,000","$14,320",58%,42%,"$34,320",$0,$0,$0
14486,D000044674,"Beam, Longest & Neff",2000,"$18,200","$16,200","$2,000",89%,11%,"$18,200",$0,$0,$0
14487,D000044674,"Beam, Longest & Neff",1998,"$8,900","$6,000","$2,900",67%,33%,"$8,900",$0,$0,$0
14488,D000044674,"Beam, Longest & Neff",1996,"$2,500","$2,000",$500,80%,20%,"$2,500",$0,$0,$0
14489,D000044674,"Beam, Longest & Neff",1992,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
14491,D000044675,Beasley Firm,2018,$500,$500,$0,100%,0%,$500,$0,$0,$0
14492,D000044675,Beasley Firm,2016,"$6,504","$5,204",$0,80%,0%,"$6,504",$0,$0,$0
14493,D000044675,Beasley Firm,2014,"$2,250","$2,250",$0,100%,0%,"$2,250",$0,$0,$0
14494,D000044675,Beasley Firm,2012,"$7,958","$2,958","$5,000",37%,63%,"$7,958",$0,$0,$0
14495,D000044675,Beasley Firm,2010,"$30,115","$30,115",$0,100%,0%,"$30,115",$0,$0,$0
14496,D000044675,Beasley Firm,2008,"$20,300","$20,300",$0,100%,0%,"$20,300",$0,$0,$0
14497,D000044675,Beasley Firm,2006,"$7,300","$7,300",$0,100%,0%,"$7,300",$0,$0,$0
14498,D000044675,Beasley Firm,2004,"$93,100","$77,350","$15,750",83%,17%,"$93,100",$0,$0,$0
14500,D000044676,Beer Alliance of Texas,2018,"$1,600",$100,"$1,500",6%,94%,"$1,600",$0,$0,$0
14501,D000044676,Beer Alliance of Texas,2012,"$2,500",$0,"$2,500",0%,100%,"$2,500",$0,$0,$0
14502,D000044676,Beer Alliance of Texas,2010,"$1,000",$0,$0,0%,0%,$0,$0,$0,$0
14503,D000044676,Beer Alliance of Texas,2008,"$3,000","$3,000",$0,100%,0%,"$3,000",$0,$0,$0
14504,D000044676,Beer Alliance of Texas,2004,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
14505,D000044676,Beer Alliance of Texas,2002,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
14507,D000044677,Beer Industry League of Louisiana,2000,"$2,000","$2,000",$0,100%,0%,"$2,000",$0,$0,$0
14508,D000044677,Beer Industry League of Louisiana,1998,"$4,500","$3,500","$1,000",78%,22%,"$4,500",$0,$0,$0
14509,D000044677,Beer Industry League of Louisiana,1996,"$3,700","$3,700",$0,100%,0%,"$3,700",$0,$0,$0
14510,D000044677,Beer Industry League of Louisiana,1994,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
14511,D000044677,Beer Industry League of Louisiana,1992,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
14513,D000044678,"Beirne, Maynard & Parsons",2018,"$1,300",$200,"$1,000",15%,77%,"$1,300",$0,$0,$0
14514,D000044678,"Beirne, Maynard & Parsons",2016,"$15,107","$1,277","$7,330",9%,49%,"$8,607",$0,$0,$0
14515,D000044678,"Beirne, Maynard & Parsons",2014,"$10,050","$1,750","$5,300",17%,53%,"$7,050",$0,$500,$0
14516,D000044678,"Beirne, Maynard & Parsons",2012,"$25,212",$212,"$20,000",1%,79%,"$20,212",$0,$0,$0
14517,D000044678,"Beirne, Maynard & Parsons",2010,"$3,500","$1,000","$2,500",29%,71%,"$3,500",$0,$0,$0
14518,D000044678,"Beirne, Maynard & Parsons",2008,"$15,100","$2,250","$12,850",15%,85%,"$15,100",$0,$0,$0
14519,D000044678,"Beirne, Maynard & Parsons",2006,"$12,750","$3,250","$9,500",26%,75%,"$12,750",$0,$0,$0
14520,D000044678,"Beirne, Maynard & Parsons",2004,"$47,350","$22,200","$23,650",47%,50%,"$45,850",$0,$0,$0
14521,D000044678,"Beirne, Maynard & Parsons",2002,"$14,250","$12,500","$1,750",88%,12%,"$14,250",$0,$0,$0
14522,D000044678,"Beirne, Maynard & Parsons",2000,"$7,500",$0,"$7,500",0%,100%,"$6,500",$0,$0,"$1,000"
14523,D000044678,"Beirne, Maynard & Parsons",1998,$500,$0,$500,0%,100%,$500,$0,$0,$0
14524,D000044678,"Beirne, Maynard & Parsons",1996,"$18,850","$3,400","$15,450",18%,82%,"$18,850",$0,$0,$0
14525,D000044678,"Beirne, Maynard & Parsons",1994,"$9,623","$4,423","$5,200",46%,54%,"$9,623",$0,$0,$0
14526,D000044678,"Beirne, Maynard & Parsons",1992,$700,$700,$0,100%,0%,$700,$0,$0,$0
14527,D000044678,"Beirne, Maynard & Parsons",1990,$500,$500,$0,100%,0%,$500,$0,,
14529,D000044679,Bellevue Communications Group,2018,"$6,320","$6,320",$0,100%,0%,"$6,320",$0,$0,$0
14530,D000044679,Bellevue Communications Group,2016,"$13,200","$13,200",$0,100%,0%,"$13,200",$0,$0,$0
14531,D000044679,Bellevue Communications Group,2010,"$1,830",$830,"$1,000",45%,55%,"$1,830",$0,$0,$0
14532,D000044679,Bellevue Communications Group,2008,"$4,500","$4,500",$0,100%,0%,"$4,500",$0,$0,$0
14534,D000044680,Berryhill for Assembly 2008,2008,"$2,999",$0,"$2,999",0%,100%,$999,$0,$0,"$2,000"
14536,D000044681,Beshear For Governor,2008,"$2,300","$2,300",$0,100%,0%,"$2,300",$0,$0,$0
14538,D000044682,Bev Perdue Cmte,2008,$500,$500,$0,100%,0%,$500,$0,$0,$0
14540,D000044683,Bicycle Casino,2018,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
14541,D000044683,Bicycle Casino,2016,"$20,100","$5,400","$14,700",27%,73%,"$20,100",$0,$0,$0
14542,D000044683,Bicycle Casino,2014,"$18,980","$1,000","$17,980",5%,95%,"$18,980",$0,$0,$0
14543,D000044683,Bicycle Casino,2012,"$42,125","$5,000","$37,125",12%,88%,"$42,125",$0,$0,$0
14544,D000044683,Bicycle Casino,2010,"$4,150","$2,250","$1,900",54%,46%,"$4,150",$0,$0,$0
14545,D000044683,Bicycle Casino,2008,"$9,200","$6,900","$2,300",75%,25%,"$9,200",$0,$0,$0
14546,D000044683,Bicycle Casino,2006,"$2,100",$0,"$2,100",0%,100%,"$2,100",$0,$0,$0
14547,D000044683,Bicycle Casino,2004,"$4,913","$4,225",$0,86%,0%,"$4,225",$0,$0,$0
14548,D000044683,Bicycle Casino,2002,"$1,600",$300,"$1,300",19%,81%,"$1,600",$0,$0,$0
14549,D000044683,Bicycle Casino,2000,"$2,000","$2,000",$0,100%,0%,$0,$0,$0,"$2,000"
14551,D000044684,Biocom,2018,"$1,067",$67,"$1,000",6%,94%,"$1,067",$0,$0,$0
14552,D000044684,Biocom,2016,$550,$550,$0,100%,0%,$550,$0,$0,$0
14553,D000044684,Biocom,2014,"$2,500","$2,500",$0,100%,0%,"$2,500",$0,$0,$0
14554,D000044684,Biocom,2012,"$3,000",$750,"$2,250",25%,75%,"$3,000",$0,$0,$0
14555,D000044684,Biocom,2010,"$2,950","$2,000",$950,68%,32%,"$2,950",$0,$0,$0
14556,D000044684,Biocom,2008,"$2,103","$1,353",$750,64%,36%,"$2,103",$0,$0,$0
14557,D000044684,Biocom,2002,$250,$250,$0,100%,0%,$250,$0,$0,$0
14558,D000044684,Biocom,2000,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
14559,D000044684,Biocom,1990,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,,
14561,D000044685,Bizpac,2008,"$5,500","$5,000",$500,91%,9%,$500,$0,$0,"$5,000"
14563,D000044686,Bkm Group,2018,"$5,700",$0,"$5,700",0%,100%,"$5,700",$0,$0,$0
14564,D000044686,Bkm Group,2016,"$9,500",$0,"$9,500",0%,100%,"$9,500",$0,$0,$0
14565,D000044686,Bkm Group,2014,"$12,100",$0,"$12,100",0%,100%,"$12,100",$0,$0,$0
14566,D000044686,Bkm Group,2012,"$5,250",$0,"$5,250",0%,100%,"$5,250",$0,$0,$0
14567,D000044686,Bkm Group,2010,"$10,400","$2,000","$8,400",19%,81%,"$10,400",$0,$0,$0
14568,D000044686,Bkm Group,2008,"$9,600","$3,100","$6,500",32%,68%,"$9,600",$0,$0,$0
14569,D000044686,Bkm Group,2006,"$14,800","$7,200","$7,600",49%,51%,"$14,800",$0,$0,$0
14570,D000044686,Bkm Group,2004,$500,$0,$500,0%,100%,$500,$0,$0,$0
14571,D000044686,Bkm Group,2002,$500,$0,$500,0%,100%,$0,$0,$0,$0
14573,D000044687,Blackridge Consulting,2008,"$2,300",$0,"$2,300",0%,100%,"$2,300",$0,$0,$0
14575,D000044688,Blue Ridge Savings Bank,2018,"$3,000",$0,"$3,000",0%,100%,"$3,000",$0,$0,$0
14576,D000044688,Blue Ridge Savings Bank,2012,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
14577,D000044688,Blue Ridge Savings Bank,2010,"$1,550",$0,"$1,550",0%,100%,"$1,550",$0,$0,$0
14578,D000044688,Blue Ridge Savings Bank,2008,"$12,850",$0,"$12,850",0%,100%,"$12,850",$0,$0,$0
14579,D000044688,Blue Ridge Savings Bank,2006,"$1,500",$0,"$1,500",0%,100%,"$1,500",$0,$0,$0
14580,D000044688,Blue Ridge Savings Bank,2004,"$2,400",$0,"$2,400",0%,100%,"$2,400",$0,$0,$0
14581,D000044688,Blue Ridge Savings Bank,2002,"$1,250",$0,"$1,250",0%,100%,"$1,250",$0,$0,$0
14582,D000044688,Blue Ridge Savings Bank,2000,$750,$0,$750,0%,100%,$750,$0,$0,$0
14583,D000044688,Blue Ridge Savings Bank,1996,"$1,450",$0,"$1,450",0%,100%,"$1,450",$0,$0,$0
14584,D000044688,Blue Ridge Savings Bank,1994,"$2,250",$0,"$2,250",0%,100%,"$2,250",$0,$0,$0
14585,D000044688,Blue Ridge Savings Bank,1992,"$2,100",$0,"$2,100",0%,100%,"$2,100",$0,$0,$0
14586,D000044688,Blue Ridge Savings Bank,1990,"$1,750",$0,"$1,750",0%,100%,"$1,750",$0,,
14588,D000044689,Bluestar Energy,2008,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
14590,D000044690,"Bond, Schoeneck & King",2020,"$1,385",$360,"$1,025",26%,74%,"$1,385",$0,$0,$0
14591,D000044690,"Bond, Schoeneck & King",2018,"$53,392","$25,166","$27,976",47%,52%,"$53,142",$0,$250,$0
14592,D000044690,"Bond, Schoeneck & King",2016,"$43,079","$22,172","$20,182",52%,47%,"$42,854",$0,$225,$0
14593,D000044690,"Bond, Schoeneck & King",2014,"$13,850","$8,300","$5,550",60%,40%,"$13,850",$0,$0,$0
14594,D000044690,"Bond, Schoeneck & King",2012,"$22,250","$13,300","$8,950",60%,40%,"$22,250",$0,$0,$0
14595,D000044690,"Bond, Schoeneck & King",2010,"$11,400","$8,900","$2,500",78%,22%,"$11,400",$0,$0,$0
14596,D000044690,"Bond, Schoeneck & King",2008,"$17,925","$6,125","$11,800",34%,66%,"$17,925",$0,$0,$0
14597,D000044690,"Bond, Schoeneck & King",2006,"$5,200","$1,750","$3,450",34%,66%,"$5,200",$0,$0,$0
14598,D000044690,"Bond, Schoeneck & King",2004,"$5,700","$2,950","$2,750",52%,48%,"$5,700",$0,$0,$0
14599,D000044690,"Bond, Schoeneck & King",2002,"$2,500",$0,"$2,500",0%,100%,"$2,500",$0,$0,$0
14600,D000044690,"Bond, Schoeneck & King",2000,"$11,400","$4,650","$6,750",41%,59%,"$11,400",$0,$0,$0
14601,D000044690,"Bond, Schoeneck & King",1998,"$5,500",$0,"$5,500",0%,100%,"$5,500",$0,$0,$0
14602,D000044690,"Bond, Schoeneck & King",1996,"$4,350","$1,350","$3,000",31%,69%,"$3,350",$0,$0,"$1,000"
14603,D000044690,"Bond, Schoeneck & King",1994,"$4,500","$1,750","$2,750",39%,61%,"$4,500",$0,$0,$0
14604,D000044690,"Bond, Schoeneck & King",1992,"$6,478","$2,350","$4,128",36%,64%,"$6,478",$0,$0,$0
14605,D000044690,"Bond, Schoeneck & King",1990,"$3,250","$1,000","$2,250",31%,69%,"$3,250",$0,,
14608,D000044692,"Bose, McKinney & Evans",2020,"$8,650","$4,950","$3,700",57%,43%,"$8,650",$0,$0,$0
14609,D000044692,"Bose, McKinney & Evans",2018,"$123,577","$22,932","$99,645",19%,81%,"$122,577",$0,$0,$0
14610,D000044692,"Bose, McKinney & Evans",2016,"$53,378","$37,478","$10,900",70%,20%,"$48,378",$0,$0,$0
14611,D000044692,"Bose, McKinney & Evans",2014,"$21,009","$10,209","$7,600",49%,36%,"$17,809",$0,$0,$0
14612,D000044692,"Bose, McKinney & Evans",2012,"$43,599","$24,899","$13,700",57%,31%,"$38,599",$0,$0,$0
14613,D000044692,"Bose, McKinney & Evans",2010,"$14,929","$7,200","$7,079",48%,47%,"$14,279",$0,$0,$0
14614,D000044692,"Bose, McKinney & Evans",2008,"$17,548","$13,048","$4,500",74%,26%,"$17,548",$0,$0,$0
14615,D000044692,"Bose, McKinney & Evans",2006,"$8,885","$6,185","$2,700",70%,30%,"$8,885",$0,$0,$0
14616,D000044692,"Bose, McKinney & Evans",2004,"$4,250","$3,750",$500,88%,12%,"$4,250",$0,$0,$0
14617,D000044692,"Bose, McKinney & Evans",2002,"$6,750","$2,250","$4,500",33%,67%,"$6,750",$0,$0,$0
14618,D000044692,"Bose, McKinney & Evans",2000,"$6,550","$3,350","$3,200",51%,49%,"$6,550",$0,$0,$0
14619,D000044692,"Bose, McKinney & Evans",1998,"$19,900","$1,750","$18,150",9%,91%,"$19,900",$0,$0,$0
14620,D000044692,"Bose, McKinney & Evans",1996,"$6,450","$5,000","$1,450",78%,23%,"$6,450",$0,$0,$0
14621,D000044692,"Bose, McKinney & Evans",1994,"$2,560",$0,"$2,560",0%,100%,"$2,560",$0,$0,$0
14622,D000044692,"Bose, McKinney & Evans",1992,"$2,167",$0,"$2,167",0%,100%,"$1,750",$0,$417,$0
14623,D000044692,"Bose, McKinney & Evans",1990,$552,$552,$0,100%,0%,$552,$0,,
14625,D000044693,Brainerd Foundation,2018,"$26,100","$25,600",$0,98%,0%,"$25,600",$0,$500,$0
14626,D000044693,Brainerd Foundation,2016,$996,$746,$0,75%,0%,$746,$0,$250,$0
14627,D000044693,Brainerd Foundation,2014,"$25,250","$25,000",$0,99%,0%,"$25,000",$0,$0,$0
14628,D000044693,Brainerd Foundation,2012,"$53,000","$53,000",$0,100%,0%,"$53,000",$0,$0,$0
14629,D000044693,Brainerd Foundation,2010,"$47,900","$47,900",$0,100%,0%,"$47,900",$0,$0,$0
14630,D000044693,Brainerd Foundation,2008,"$2,250","$2,250",$0,100%,0%,"$2,250",$0,$0,$0
14631,D000044693,Brainerd Foundation,2006,"$40,600","$40,600",$0,100%,0%,"$40,600",$0,$0,$0
14632,D000044693,Brainerd Foundation,2004,"$198,350","$3,350",$0,2%,0%,"$3,350",$0,$0,$0
14633,D000044693,Brainerd Foundation,2002,"$1,250","$1,250",$0,100%,0%,"$1,250",$0,$0,$0
14634,D000044693,Brainerd Foundation,2000,"$33,000","$33,000",$0,100%,0%,"$28,000",$0,"$5,000",$0
14635,D000044693,Brainerd Foundation,1998,"$15,000","$15,000",$0,100%,0%,"$15,000",$0,$0,$0
14636,D000044693,Brainerd Foundation,1996,"$4,000","$4,000",$0,100%,0%,"$4,000",$0,$0,$0
14638,D000044694,"Branstetter, Stranch & Jennings",2018,"$34,647","$34,397",$0,99%,0%,"$34,397",$0,$250,$0
14639,D000044694,"Branstetter, Stranch & Jennings",2016,"$19,455","$19,175",$0,99%,0%,"$19,175",$0,$0,$0
14640,D000044694,"Branstetter, Stranch & Jennings",2014,"$21,200","$20,700",$500,98%,2%,"$21,200",$0,$0,$0
14641,D000044694,"Branstetter, Stranch & Jennings",2012,"$34,525","$34,525",$0,100%,0%,"$34,525",$0,$0,$0
14642,D000044694,"Branstetter, Stranch & Jennings",2010,"$16,870","$16,870",$0,100%,0%,"$16,870",$0,$0,$0
14643,D000044694,"Branstetter, Stranch & Jennings",2008,"$19,200","$19,200",$0,100%,0%,"$19,200",$0,$0,$0
14644,D000044694,"Branstetter, Stranch & Jennings",2006,"$19,450","$19,450",$0,100%,0%,"$19,450",$0,$0,$0
14646,D000044695,BRE Properties,2014,"$3,000",$500,"$2,500",17%,83%,"$3,000",$0,$0,$0
14647,D000044695,BRE Properties,2012,"$13,600","$5,000","$6,500",37%,48%,"$11,500",$0,$0,$0
14648,D000044695,BRE Properties,2010,"$6,950","$6,250",$700,90%,10%,"$6,950",$0,$0,$0
14649,D000044695,BRE Properties,2008,"$15,300","$8,000","$7,300",52%,48%,"$15,300",$0,$0,$0
14650,D000044695,BRE Properties,2006,"$4,500",$0,"$4,500",0%,100%,"$4,500",$0,$0,$0
14651,D000044695,BRE Properties,2004,"$2,898","$1,307",$0,45%,0%,"$1,307",$0,$0,$0
14652,D000044695,BRE Properties,2002,"$3,000","$2,000","$1,000",67%,33%,"$3,000",$0,$0,$0
14653,D000044695,BRE Properties,2000,"$3,000","$1,000","$2,000",33%,67%,"$3,000",$0,$0,$0
14654,D000044695,BRE Properties,1998,"$1,500",$0,"$1,500",0%,100%,"$1,500",$0,$0,$0
14656,D000044696,Brennan Group,2018,"$8,650","$7,650","$1,000",88%,12%,"$8,650",$0,$0,$0
14657,D000044696,Brennan Group,2016,"$13,349","$12,149","$1,000",91%,8%,"$13,149",$0,$0,$0
14658,D000044696,Brennan Group,2014,"$15,250","$13,750","$1,500",90%,10%,"$15,250",$0,$0,$0
14659,D000044696,Brennan Group,2012,"$15,000","$12,250","$2,750",82%,18%,"$15,000",$0,$0,$0
14660,D000044696,Brennan Group,2010,"$14,750","$13,750","$1,000",93%,7%,"$14,750",$0,$0,$0
14661,D000044696,Brennan Group,2008,"$9,200","$9,000",$200,98%,2%,"$9,200",$0,$0,$0
14662,D000044696,Brennan Group,2006,"$5,500","$5,500",$0,100%,0%,"$5,500",$0,$0,$0
14663,D000044696,Brennan Group,2004,"$13,750","$11,750","$2,000",85%,15%,"$13,750",$0,$0,$0
14664,D000044696,Brennan Group,2002,"$5,700","$5,000",$700,88%,12%,"$5,700",$0,$0,$0
14665,D000044696,Brennan Group,2000,$500,$500,$0,100%,0%,$500,$0,$0,$0
14667,D000044697,Broin Companies,2010,$200,$0,$0,0%,0%,$0,$0,$0,$0
14668,D000044697,Broin Companies,2008,"$4,800","$4,800",$0,100%,0%,"$4,800",$0,$0,$0
14670,D000044698,Brown Development Group,2016,"$2,500",$0,"$2,500",0%,100%,"$2,500",$0,$0,$0
14671,D000044698,Brown Development Group,2012,$250,$250,$0,100%,0%,$250,$0,$0,$0
14672,D000044698,Brown Development Group,2010,"$1,500",$0,$500,0%,33%,"$1,500",$0,$0,$0
14673,D000044698,Brown Development Group,2008,"$6,900","$6,900",$0,100%,0%,"$6,900",$0,$0,$0
14675,D000044699,"Brown, McMahon & Weinraub",2020,"$11,100","$11,100",$0,100%,0%,"$11,100",$0,$0,$0
14676,D000044699,"Brown, McMahon & Weinraub",2018,"$40,010","$36,310","$3,700",91%,9%,"$40,010",$0,$0,$0
14677,D000044699,"Brown, McMahon & Weinraub",2016,"$13,200","$13,200",$0,100%,0%,"$13,200",$0,$0,$0
14678,D000044699,"Brown, McMahon & Weinraub",2014,$500,$500,$0,100%,0%,$500,$0,$0,$0
14679,D000044699,"Brown, McMahon & Weinraub",2012,"$13,625","$12,625","$1,000",93%,7%,"$13,625",$0,$0,$0
14680,D000044699,"Brown, McMahon & Weinraub",2010,"$24,500","$24,500",$0,100%,0%,"$24,500",$0,$0,$0
14681,D000044699,"Brown, McMahon & Weinraub",2008,"$25,250","$24,750",$500,98%,2%,"$25,250",$0,$0,$0
14682,D000044699,"Brown, McMahon & Weinraub",2006,"$16,332","$14,332","$2,000",88%,12%,"$16,332",$0,$0,$0
14684,D000044700,Bruni Energy,2008,$250,$250,$0,100%,0%,$250,$0,$0,$0
14686,D000044701,Build Indiana Council,2018,"$4,750",$250,"$4,500",5%,95%,"$4,750",$0,$0,$0
14687,D000044701,Build Indiana Council,2014,"$4,252",$500,"$3,752",12%,88%,"$4,252",$0,$0,$0
14688,D000044701,Build Indiana Council,2012,"$3,872","$1,000","$2,872",26%,74%,"$3,872",$0,$0,$0
14689,D000044701,Build Indiana Council,2010,$500,$0,$500,0%,100%,$500,$0,$0,$0
14690,D000044701,Build Indiana Council,2008,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
14691,D000044701,Build Indiana Council,2006,$500,$500,$0,100%,0%,$500,$0,$0,$0
14692,D000044701,Build Indiana Council,2004,"$1,562","$1,312",$250,84%,16%,"$1,562",$0,$0,$0
14693,D000044701,Build Indiana Council,2002,$790,$290,$500,37%,63%,$790,$0,$0,$0
14694,D000044701,Build Indiana Council,2000,$250,$0,$250,0%,100%,$250,$0,$0,$0
14695,D000044701,Build Indiana Council,1998,$850,$0,$850,0%,100%,$850,$0,$0,$0
14696,D000044701,Build Indiana Council,1990,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,,
14698,D000044702,Bullitt Foundation,2020,$500,$500,$0,100%,0%,$500,$0,$0,$0
14699,D000044702,Bullitt Foundation,2018,"$7,950","$7,600",$0,96%,0%,"$7,600",$0,$350,$0
14700,D000044702,Bullitt Foundation,2016,$750,$750,$0,100%,0%,$750,$0,$0,$0
14701,D000044702,Bullitt Foundation,2014,"$1,750","$1,750",$0,100%,0%,"$1,750",$0,$0,$0
14702,D000044702,Bullitt Foundation,2012,$250,$250,$0,100%,0%,$250,$0,$0,$0
14703,D000044702,Bullitt Foundation,2010,"$2,250","$2,250",$0,100%,0%,"$2,250",$0,$0,$0
14704,D000044702,Bullitt Foundation,2008,"$2,250","$2,250",$0,100%,0%,"$2,250",$0,$0,$0
14705,D000044702,Bullitt Foundation,2006,"$3,000","$3,000",$0,100%,0%,"$3,000",$0,$0,$0
14706,D000044702,Bullitt Foundation,2004,"$3,000","$3,000",$0,100%,0%,"$3,000",$0,$0,$0
14707,D000044702,Bullitt Foundation,2002,"$2,450","$2,450",$0,100%,0%,"$2,450",$0,$0,$0
14708,D000044702,Bullitt Foundation,2000,"$1,500","$1,500",$0,100%,0%,"$1,500",$0,$0,$0
14709,D000044702,Bullitt Foundation,1998,$250,$250,$0,100%,0%,$250,$0,$0,$0
14710,D000044702,Bullitt Foundation,1994,"$2,500","$2,500",$0,100%,0%,"$2,500",$0,$0,$0
14711,D000044702,Bullitt Foundation,1992,$750,$750,$0,100%,0%,$750,$0,$0,$0
14713,D000044703,Burrtec Waste Industries,2020,"$5,600","$5,600",$0,100%,0%,"$5,600",$0,$0,$0
14714,D000044703,Burrtec Waste Industries,2018,"$34,320","$15,520","$18,800",45%,55%,"$34,320",$0,$0,$0
14715,D000044703,Burrtec Waste Industries,2016,"$40,600","$13,600","$27,000",34%,67%,"$40,600",$0,$0,$0
14716,D000044703,Burrtec Waste Industries,2014,"$29,600","$5,100","$24,500",17%,83%,"$29,600",$0,$0,$0
14717,D000044703,Burrtec Waste Industries,2012,"$47,050","$4,500","$31,550",10%,67%,"$37,050",$0,$0,"$10,000"
14718,D000044703,Burrtec Waste Industries,2010,"$43,200","$7,900","$35,300",18%,82%,"$43,200",$0,$0,$0
14719,D000044703,Burrtec Waste Industries,2008,"$11,750","$1,150","$10,600",10%,90%,"$11,750",$0,$0,$0
14720,D000044703,Burrtec Waste Industries,2006,"$4,500",$500,"$4,000",11%,89%,"$4,500",$0,$0,$0
14721,D000044703,Burrtec Waste Industries,2004,"$9,300",$0,"$9,300",0%,100%,"$9,300",$0,$0,$0
14722,D000044703,Burrtec Waste Industries,2000,"$6,000","$1,000","$5,000",17%,83%,"$1,000",$0,$0,"$5,000"
14723,D000044703,Burrtec Waste Industries,1998,"$4,250",$0,"$4,250",0%,100%,"$4,250",$0,$0,$0
14724,D000044703,Burrtec Waste Industries,1996,"$4,750",$0,"$4,750",0%,100%,"$4,750",$0,$0,$0
14725,D000044703,Burrtec Waste Industries,1994,$250,$250,$0,100%,0%,$250,$0,$0,$0
14727,D000044704,Business Council of Alabama,2018,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
14728,D000044704,Business Council of Alabama,2016,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
14729,D000044704,Business Council of Alabama,2014,"$2,500",$0,"$2,500",0%,100%,"$2,500",$0,$0,$0
14730,D000044704,Business Council of Alabama,2012,"$4,000",$0,"$4,000",0%,100%,"$4,000",$0,$0,$0
14731,D000044704,Business Council of Alabama,2010,"$3,400",$0,"$3,400",0%,100%,"$3,400",$0,$0,$0
14732,D000044704,Business Council of Alabama,2008,"$7,200","$2,000","$5,200",28%,72%,"$7,200",$0,$0,$0
14733,D000044704,Business Council of Alabama,2006,"$9,250","$2,000","$7,250",22%,78%,"$9,250",$0,$0,$0
14734,D000044704,Business Council of Alabama,2004,"$12,400","$1,750","$10,650",14%,86%,"$12,400",$0,$0,$0
14735,D000044704,Business Council of Alabama,2002,"$23,500",$300,"$23,200",1%,99%,"$12,500",$0,$0,"$11,000"
14736,D000044704,Business Council of Alabama,2000,"$4,000","$1,500","$2,500",38%,63%,"$4,000",$0,$0,$0
