,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Unnamed: 0,% to Dems,% to Repubs,0,1,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,Unnamed: 0.1,org_id,org_name,org_name_clean
709,COXENTERPRISESINC,1061651.21,1061651.21,237,22309.77184,3415878525,2,"COX ENTERPRISES, INC.",,OTHER THAN SMALL BUSINESS,2014,cox enterprises,8335,46%,52%,,,2014,"$717,790 ","$322,990 ","$1,203,250 ","$811,450 ","$1,000 ",$0 ,"$1,549,690 ",9103,D000000768,COX ENTERPRISES,cox enterprises
710,CRAYINC,181109008.8,207809008.8,43,795,202700000,1,CRAY INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,cray,17512,45%,54%,,,2014,"$24,350 ","$3,100 ","$51,600 ","$29,350 ",$0 ,$0 ,"$54,700 ",21056,D000045961,CRAY INC,cray
711,CSLLIMITED,150465.72,158265.72,3075,6123.263889,1171673508,2,CSL LIMITED,,OTHER THAN SMALL BUSINESS,2014,csl,26767,22%,78%,,,2014,"$12,500 ","$7,850 ","$49,600 ","$44,950 ",$0 ,$0 ,"$57,450 ",51962,D000025196,CSL LTD,csl
712,CUBICCORPORATION,3454057821,3635653150,20173,4515.11943,669229620.3,2,CUBIC CORPORATION,,OTHER THAN SMALL BUSINESS,2014,cubic,13579,41%,60%,,,2014,"$52,250 ","$3,165 ","$125,000 ","$76,915 ",$0 ,$0 ,"$128,165 ",35522,D000021944,CUBIC CORP,cubic
713,CUMMINSINC,269096132,269416948,366,12096.21779,3224802593,2,CUMMINS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,cummins,13595,46%,53%,,,2014,"$104,704 ","$13,155 ","$211,000 ","$119,951 ",$500 ,$0 ,"$226,683 ",35539,D000021945,CUMMINS INC,cummins
714,CURTISSWRIGHTCORPORATION,20737433.77,20737433.77,238,6665.612077,1188142012,2,CURTISS-WRIGHT CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2014,curtisswright,26794,46%,54%,,,2014,"$7,750 ","$1,250 ","$15,750 ","$9,250 ",$0 ,$0 ,"$17,000 ",52005,D000025212,CURTISS-WRIGHT CORP,curtisswright
715,DAIRYFARMERSOFAMERICAINC,3032636.64,4199040.94,252,4838.339286,36089088.04,1,DAIRY FARMERS OF AMERICA  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,dairy farmers america,960,41%,60%,,,2014,"$167,000 ","$8,000 ","$399,750 ","$245,500 ",$0 ,"$5,000 ","$412,750 ",1079,D000000119,DAIRY FARMERS OF AMERICA,dairy farmers america
716,DCIINC,6261367.47,6261367.47,3067,256.3375,25208618.15,2,DCI  INC.,,SMALL BUSINESS,2014,dci,13676,34%,63%,,,2014,"$115,950 ","$246,670 ","$82,925 ","$213,645 ","$9,800 ",$0 ,"$339,395 ",35627,D000021952,DCI GROUP,dci
717,DEANFOODSCOMPANY,6990344.83,53403079.09,601,4828.555952,2046603907,2,DEAN FOODS COMPANY,,OTHER THAN SMALL BUSINESS,2014,dean foods,11570,14%,85%,,,2014,"$41,850 ","$147,435 ","$146,375 ","$249,460 ",$0 ,$0 ,"$293,810 ",33221,D000021651,DEAN FOODS,dean foods
718,DEERECOMPANY,3648744.5,4167776.32,44079,29739.01515,1872312807,2,DEERE & COMPANY,,OTHER THAN SMALL BUSINESS,2014,deere,4382,9%,91%,,,2014,"$56,600 ","$27,360 ","$599,250 ","$570,010 ",$0 ,$0 ,"$626,610 ",4790,D000000408,DEERE & CO,deere
719,DELOITTELLP,1552672813,4074005939,64512,8529.104877,2045249264,2,DELOITTE LLP,,OTHER THAN SMALL BUSINESS,2014,deloitte,1138,38%,61%,,,2014,"$1,277,423 ","$697,880 ","$2,611,500 ","$2,030,172 ","$10,350 ",$0 ,"$3,331,380 ",1269,D000000131,DELOITTE LLP,deloitte
720,DOMINIONRESOURCESINC,2430285647,2433653758,88,15089.56355,5267796025,2,DOMINION RESOURCES  INC.,,OTHER THAN SMALL BUSINESS,2014,dominion resources,3548,39%,59%,,,2014,"$447,120 ","$221,000 ","$899,200 ","$671,580 ","$5,604 ",$0 ,"$1,141,804 ",3883,D000000335,DOMINION RESOURCES,dominion resources
721,DUKEENERGYCORPORATION,195488881.5,195488881.5,124,11199.94278,6212540459,2,DUKE ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2014,duke energy,5221,35%,61%,,,2014,"$450,050 ","$206,509 ","$1,014,000 ","$783,959 ","$2,500 ",$0 ,"$1,293,378 ",5698,D000000477,DUKE ENERGY,duke energy
722,DYNETICSINC,16123007.97,91133007.97,1345,1158.337027,203173947.5,2,DYNETICS  INC.,,SMALL BUSINESS,2014,dynetics,27986,0%,98%,,,2014,$500 ,"$24,149 ","$125,700 ","$147,149 ",$0 ,$0 ,"$149,849 ",53599,D000025614,DYNETICS INC,dynetics
723,EATONCORPORATION,10644142.71,21032615.22,2811,39902.36922,5439429681,1,EATON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,eaton,28042,6%,94%,,,2014,"$12,684 ","$162,814 ","$51,900 ","$202,030 ",$500 ,$0 ,"$215,214 ",53664,D000025623,EATON CORP,eaton
724,EDISONINTERNATIONAL,968751.9,968751.9,19,14218.33333,9918792021,1,EDISON INTERNATIONAL,,OTHER THAN SMALL BUSINESS,2014,edison,2473,56%,44%,,,2014,"$209,714 ","$75,209 ","$297,700 ","$163,195 ",$0 ,$0 ,"$374,909 ",2712,D000000239,EDISON INTERNATIONAL,edison
725,ELBITSYSTEMSLTD,82605849.45,110484462.6,2629,3802.577722,1406862762,2,ELBIT SYSTEMS LTD.,,SMALL BUSINESS,2014,elbit systems,2534,20%,80%,,,2014,"$12,500 ","$7,400 ","$56,000 ","$50,900 ",$0 ,$0 ,"$63,400 ",3245,D000043128,ELBIT SYSTEMS,elbit systems
726,EMBLEMHEALTHINC,3417710100,3417710100,20,4500,3120623078,2,EMBLEMHEALTH  INC.,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,emblemhealth,44506,88%,7%,,,2014,"$33,056 ","$23,056 ","$12,500 ","$2,500 ","$1,500 ",$0 ,"$37,556 ",74508,D000030003,EMBLEMHEALTH INC,emblemhealth
727,ENERGENCORPORATION,47860137.18,65464778.43,33,1200,650000000,2,ENERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,energen,28255,19%,81%,,,2014,"$5,000 ",$0 ,"$26,500 ","$21,500 ",$0 ,$0 ,"$26,500 ",53939,D000025685,ENERGEN CORP,energen
728,ENTERGYCORPORATION,49089.2,49089.2,25,13753.23529,8717125536,1,ENTERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2014,entergy,2661,46%,53%,,,2014,"$314,470 ","$142,176 ","$535,573 ","$360,079 ","$6,000 ",$0 ,"$684,499 ",2916,D000000255,ENTERGY CORP,entergy
729,ENVIRONMENTALCHEMICALCORPORATION,564374976.2,566538205.8,724,406.2014991,337205884.8,2,ENVIRONMENTAL CHEMICAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,environmental chemical,28362,100%,0%,,,2014,"$7,500 ",$0 ,"$7,500 ",$0 ,$0 ,$0 ,"$7,500 ",54066,D000025705,ENVIRONMENTAL CHEMICAL CORP,environmental chemical
730,EPSILONSYSTEMSSOLUTIONSINC,9148851.1,542075639.3,2460,623.1453816,87968092.68,2,"EPSILON SYSTEMS SOLUTIONS, INC.",,OTHER THAN SMALL BUSINESS,2014,epsilon systems solutions,28381,29%,71%,,,2014,$700 ,"$1,650 ",$750 ,"$1,700 ",$0 ,$0 ,"$2,400 ",54090,D000025710,EPSILON SYSTEMS SOLUTIONS,epsilon systems solutions
731,EQUIFAXINC,979413062,1033593380,21183,2154.318477,98169143.33,2,EQUIFAX INC,,OTHER THAN SMALL BUSINESS,2014,equifax,28390,17%,83%,,,2014,"$39,451 ","$41,201 ","$184,500 ","$188,250 ",$0 ,$0 ,"$228,305 ",54101,D000025712,EQUIFAX INC,equifax
732,ERNSTYOUNGLLP,21436291.45,114626489.9,16497,47038.24342,8069758819,2,ERNST & YOUNG LLP,,OTHER THAN SMALL BUSINESS,2014,ernst young,695,40%,60%,,,2014,"$1,200,400 ","$533,605 ","$2,489,375 ","$1,811,830 ","$1,500 ",$0 ,"$3,032,330 ",793,D000000098,ERNST & YOUNG,ernst young
733,EXELISINC,51679395044,74564975745,18286,15805.19855,3317260552,2,EXELIS INC.,,OTHER THAN SMALL BUSINESS,2014,exelis,78888,45%,54%,,,2014,"$123,750 ","$8,300 ","$267,000 ","$148,050 ",$250 ,$0 ,"$275,550 ",96746,D000064439,EXELIS INC,exelis
734,EXELONCORPORATION,34872342.58,106279213.4,10421,7046.178024,7949340246,2,EXELON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,exelon,3951,32%,64%,,,2014,"$605,309 ","$820,459 ","$1,004,000 ","$1,228,000 ","$71,250 ",$0 ,"$1,909,309 ",4319,D000000368,EXELON CORP,exelon
735,EXPERIANPLC,6207784.97,8267784.97,10315,2912.634136,786968846.3,2,EXPERIAN PLC,,OTHER THAN SMALL BUSINESS,2014,experian,74935,35%,65%,,,2014,"$224,600 ","$10,450 ","$631,600 ","$416,450 ",$0 ,$0 ,"$642,050 ",108486,D000033552,EXPERIAN,experian
736,EXXONMOBILCORPORATION,898371047.2,2550203088,2316,78690.07455,2.32725E+11,2,EXXON MOBIL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,exxon mobil,1107,12%,87%,,,2014,"$250,150 ","$488,030 ","$1,601,750 ","$1,835,930 ","$6,400 ",$0 ,"$2,101,240 ",1236,D000000129,EXXON MOBIL,exxon mobil
737,FEDEXCORPORATION,174306221.6,174446221.6,8549,230570.2393,36750298827,2,FEDEX CORPORATION,,OTHER THAN SMALL BUSINESS,2014,fedex,574,35%,63%,,,2014,"$818,340 ","$411,197 ","$1,871,875 ","$1,453,732 ",$750 ,$0 ,"$2,309,622 ",663,D000000089,FEDEX CORP,fedex
738,FIRSTENERGYCORP,123590504.1,125080504.1,30,4324.344988,907990476.9,2,FIRSTENERGY CORP,,OTHER THAN SMALL BUSINESS,2014,firstenergy,5798,16%,84%,,,2014,"$134,700 ","$313,050 ","$523,100 ","$701,450 ",$250 ,$0 ,"$836,400 ",6329,D000000531,FIRSTENERGY CORP,firstenergy
739,FLIRSYSTEMSINC,93857189.74,146973962.7,27322,1690.7522,446974362.9,2,FLIR SYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,flir systems,29072,28%,72%,,,2014,"$39,500 ","$68,850 ","$71,500 ","$100,850 ",$0 ,$0 ,"$140,350 ",54911,D000025840,FLIR SYSTEMS,flir systems
740,FLUORCORPORATION,3.76785E+11,4.32537E+11,1613,32059.9981,7360435584,2,FLUOR CORPORATION,,OTHER THAN SMALL BUSINESS,2014,fluor,2893,37%,62%,,,2014,"$335,670 ","$62,887 ","$805,400 ","$556,467 ",$500 ,$0 ,"$902,637 ",3170,D000000277,FLUOR CORP,fluor
741,FORDMOTORCOMPANY,96256.59,96256.59,2,75000,1.77537E+11,1,FORD MOTOR COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,ford motor,1826,46%,53%,,,2014,"$655,307 ","$224,022 ","$1,184,500 ","$745,215 ","$3,103 ",$0 ,"$1,411,625 ",2008,D000000182,FORD MOTOR CO,ford motor
742,FRESENIUSMEDICALCAREHOLDINGSINC,4800,4800,1,80000,12000000000,1,FRESENIUS MEDICAL CARE HOLDINGS INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,fresenius medical care,29433,45%,54%,,,2014,"$166,250 ","$77,700 ","$283,750 ","$201,200 ",$250 ,$0 ,"$369,700 ",55361,D000025929,FRESENIUS MEDICAL CARE,fresenius medical care
743,G4SPLC,2566831300,2755847469,22558,452757.1957,3205873088,2,G4S PLC,,OTHER THAN SMALL BUSINESS,2014,g4s,30337,28%,72%,,,2014,"$5,000 ",$500 ,"$17,500 ","$13,000 ",$0 ,$0 ,"$18,000 ",56678,D000026342,G4S PLC,g4s
744,GENCORPINC,63103562.06,136517252.1,360,44574.78204,47399656822,2,GENCORP INC.,,OTHER THAN SMALL BUSINESS,2014,gencorp,29743,41%,59%,,,2014,"$68,200 ","$19,150 ","$149,375 ","$99,325 ",$0 ,$0 ,"$168,525 ",55916,D000026174,GENCORP INC,gencorp
745,GENERALDYNAMICSCORPORATION,2.44226E+11,4.26083E+11,42511,48412.04429,14548823126,2,GENERAL DYNAMICS CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,general dynamics,1609,43%,56%,,,2014,"$859,258 ","$256,999 ","$1,746,750 ","$1,124,591 ","$1,250 ",$0 ,"$2,009,349 ",1774,D000000165,GENERAL DYNAMICS,general dynamics
746,GENERALELECTRICCOMPANY,527467222,1588399278,27507,308162.8962,1.4892E+11,2,GENERAL ELECTRIC COMPANY,,OTHER THAN SMALL BUSINESS,2014,general electric,1051,40%,59%,,,2014,"$1,638,222 ","$690,184 ","$3,366,000 ","$2,418,987 ","$4,750 ",$0 ,"$4,073,734 ",1176,D000000125,GENERAL ELECTRIC,general electric
747,GENERALMOTORSCOMPANY,2252849.79,2556875.79,330,231666.6667,30612272097,1,GENERAL MOTORS COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,general motors,1499,45%,54%,,,2014,"$539,414 ","$113,229 ","$1,073,650 ","$646,465 ","$3,774 ",$0 ,"$1,201,853 ",1654,D000000155,GENERAL MOTORS,general motors
748,GENTEXCORPORATION,332343107.5,332643107.5,192,650.3922806,65955929.65,2,GENTEX CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,gentex,88642,22%,78%,,,2014,$750 ,$0 ,"$3,350 ","$2,600 ",$0 ,$0 ,"$3,350 ",110759,D000068698,GENTEX,gentex
749,GKNPLC,8364507,8364507,199,33057.20815,5641661929,2,GKN PLC,,OTHER THAN SMALL BUSINESS,2014,gkn,29969,50%,50%,,,2014,"$3,000 ",$0 ,"$6,000 ","$3,000 ",$0 ,$0 ,"$6,000 ",56200,D000026232,GKN CORP,gkn
750,GLAXOSMITHKLINEPLC,96561057.31,12066814435,612,87386.5262,35919620363,2,GLAXOSMITHKLINE PLC,,OTHER THAN SMALL BUSINESS,2014,glaxosmithkline,1170,39%,58%,,,2014,"$287,294 ","$56,726 ","$651,500 ","$421,719 ","$1,000 ",$0 ,"$732,226 ",1303,D000000133,GLAXOSMITHKLINE,glaxosmithkline
751,GRANTTHORNTONINTERNATIONALLTD,86334824.78,124319910.1,12875,17198.35404,556788850.4,2,GRANT THORNTON INTERNATIONAL LTD,,OTHER THAN SMALL BUSINESS,2014,grant thornton,30117,38%,61%,,,2014,"$189,500 ","$15,450 ","$486,150 ","$307,100 ",$0 ,$0 ,"$501,600 ",56399,D000026283,GRANT THORNTON LLP,grant thornton
752,GREATLAKESDREDGEDOCKCORPORATION,220573643.6,220573643.6,4,1238,645500016,1,GREAT LAKES DREDGE & DOCK CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,great lakes dredge dock,30184,21%,76%,,,2014,"$8,000 ","$6,100 ","$31,850 ","$28,950 ",$0 ,$0 ,"$37,950 ",56478,D000026295,GREAT LAKES DREDGE & DOCK,great lakes dredge dock
753,GROUPWINC,85273136.63,85273136.63,2554,73.78125,12255399.07,2,GROUP W INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,w,30353,0%,50%,,,2014,$0 ,$0 ,$358 ,$179 ,$0 ,$0 ,$358 ,56696,D000026344,GROUP W INC,w
754,HARRISCORPORATION,11149483339,29339656061,8812,8121.297512,2361325215,2,HARRIS CORPORATION,,OTHER THAN SMALL BUSINESS,2014,harris,4254,54%,45%,,,2014,"$441,480 ","$220,530 ","$594,000 ","$366,050 ",$500 ,$0 ,"$815,155 ",4649,D000000395,HARRIS CORP,harris
755,HDRINC,3353987125,34083854466,14648,7196.529546,1229528996,2,"HDR, INC.",,OTHER THAN SMALL BUSINESS,2014,hdr,14398,39%,60%,,,2014,"$147,599 ","$35,900 ","$340,749 ","$230,050 ",$0 ,$0 ,"$380,649 ",36418,D000022021,HDR INC,hdr
756,HEWLETTPACKARDCOMPANY,13911848868,32910077675,9333,196113.0848,64313392452,2,HEWLETT-PACKARD COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,hewlettpackard,7807,46%,53%,,,2014,"$500,565 ","$259,315 ","$813,600 ","$571,570 ","$7,950 ",$0 ,"$1,088,640 ",8523,D000000716,HEWLETT-PACKARD,hewlettpackard
757,HILLROMHOLDINGSINC,150790391.5,2177314797,8578,6498.263736,1384217310,2,HILL-ROM HOLDINGS  INC.,,OTHER THAN SMALL BUSINESS,2014,hillrom,30830,32%,67%,,,2014,"$26,500 ",$925 ,"$79,000 ","$55,425 ",$0 ,$0 ,"$82,925 ",57309,D000026480,HILL-ROM HOLDINGS,hillrom
758,HMSHOLDINGSCORP,1382104.5,1382104.5,2105,1679.552262,79793096.77,2,HMS HOLDINGS CORP.,,OTHER THAN SMALL BUSINESS,2014,hms,30895,54%,46%,,,2014,"$54,000 ","$1,500 ","$98,000 ","$45,500 ",$0 ,$0 ,"$99,500 ",57387,D000026493,HMS HOLDINGS,hms
759,HOLOGICINC,9738614.44,15070326.28,1886,3316.328024,1507447522,2,"HOLOGIC, INC.",,OTHER THAN SMALL BUSINESS,2014,hologic,29729,45%,54%,,,2014,"$12,150 ","$6,700 ","$20,000 ","$14,550 ",$250 ,$0 ,"$27,100 ",55901,D000026173,HOLOGIC INC,hologic
760,HONEYWELLINTERNATIONALINC,34251718766,81395764668,25677,65489.41704,11718040533,2,HONEYWELL INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2014,honeywell,3532,43%,56%,,,2014,"$2,227,087 ","$228,734 ","$4,921,598 ","$2,920,245 ",$250 ,$0 ,"$5,175,492 ",3866,D000000334,HONEYWELL INTERNATIONAL,honeywell
761,HUMANAINC,37636579237,40064528213,617,23455.63124,18850346246,2,HUMANA INC.,,OTHER THAN SMALL BUSINESS,2014,humana,7133,34%,66%,,,2014,"$284,267 ","$83,473 ","$759,250 ","$559,456 ",$201 ,$0 ,"$846,824 ",7785,D000000652,HUMANA INC,humana
762,HUNTINGTONINGALLSINDUSTRIESINC,45846031193,47479672813,6625,34583.8518,4896743247,2,"HUNTINGTON INGALLS INDUSTRIES, INC.",,OTHER THAN SMALL BUSINESS,2014,huntington ingalls industries,79865,40%,60%,,,2014,"$400,204 ","$109,544 ","$882,500 ","$591,840 ",$0 ,$0 ,"$992,594 ",98097,D000064813,HUNTINGTON INGALLS INDUSTRIES,huntington ingalls industries
763,INTEGRATELECOMINC,7966.69,7966.69,1,1900,618259000,1,INTEGRA TELECOM  INC.,,SMALL BUSINESS,2014,integra telecom,31515,46%,54%,,,2014,"$28,000 ",$201 ,"$60,500 ","$32,701 ",$0 ,$0 ,"$60,701 ",58143,D000026629,INTEGRA TELECOM HOLDINGS,integra telecom
764,INTERNATIONALSHIPHOLDINGCORPORATION,561440.08,561440.08,22,525,347467008,1,INTERNATIONAL SHIPHOLDING CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,shipholding,31669,30%,70%,,,2014,"$4,000 ","$1,000 ","$12,500 ","$9,500 ",$0 ,$0 ,"$13,500 ",58318,D000026650,INTERNATIONAL SHIPHOLDING CORP,shipholding
765,INTERPUBLICGROUPOFCOMPANIESINCTHE,866324.74,5465102.74,1024,29442.33333,4414656267,1,INTERPUBLIC GROUP OF COMPANIES  INC.  THE,,OTHER THAN SMALL BUSINESS,2014,interpublic,13051,49%,51%,,,2014,"$194,283 ","$388,399 ","$6,358 ","$200,474 ","$1,000 ",$0 ,"$397,107 ",34947,D000021897,INTERPUBLIC GROUP,interpublic
766,THEINTERPUBLICGROUPOFCOMPANIESINC,124261863.6,124494725.3,488,27272.51828,7100613078,2,THE INTERPUBLIC GROUP OF COMPANIES INC,,OTHER THAN SMALL BUSINESS,2014,interpublic,13051,49%,51%,,,2014,"$194,283 ","$388,399 ","$6,358 ","$200,474 ","$1,000 ",$0 ,"$397,107 ",34947,D000021897,INTERPUBLIC GROUP,interpublic
767,INTUITIVESURGICALINC,9480782.13,151492882,52,2108.021804,956018518.5,2,INTUITIVE SURGICAL  INC.,,OTHER THAN SMALL BUSINESS,2014,intuitive surgical,17645,51%,48%,,,2014,"$28,000 ","$24,400 ","$30,000 ","$26,400 ",$0 ,$0 ,"$54,500 ",21212,D000045984,INTUITIVE SURGICAL,intuitive surgical
768,JACOBSENGINEERINGGROUPINC,3691215358,40731013227,34706,30811.71528,6342044318,2,JACOBS ENGINEERING GROUP INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,jacobs engineering,3982,58%,42%,,,2014,"$25,290 ","$24,520 ","$19,000 ","$18,230 ",$0 ,$0 ,"$43,845 ",4353,D000000371,JACOBS ENGINEERING GROUP,jacobs engineering
769,JEDUNNCONSTRUCTIONGROUPINC,28463333,28463333,27,2645.6,1471562291,1,J.E. DUNN CONSTRUCTION GROUP  INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,je dunn construction,32056,15%,85%,,,2014,"$15,450 ","$60,000 ","$44,500 ","$89,050 ",$750 ,$0 ,"$105,250 ",58796,D000026741,JE DUNN CONSTRUCTION GROUP,je dunn construction
770,JOHNSONCONTROLSINC,2805533927,6345449024,7525,98003.28118,18514596442,2,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2014,johnson controls,7046,32%,68%,,,2014,"$232,694 ","$198,094 ","$519,750 ","$490,150 ",$0 ,$0 ,"$722,844 ",7690,D000000644,JOHNSON CONTROLS INTERNATIONAL,johnson controls
771,JOHNSONCONTROLSINC,2805533927,6345449024,7525,98003.28118,18514596442,2,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2014,johnson controls,32181,55%,45%,,,2014,"$24,900 ","$8,650 ","$36,000 ","$20,250 ",$0 ,$0 ,"$45,150 ",59069,D000026889,JOHNSON CONTROLS,johnson controls
772,JOHNSONJOHNSON,5904694.14,281671009.2,20809,111528.0897,36013901350,2,JOHNSON & JOHNSON,,OTHER THAN SMALL BUSINESS,2014,johnson johnson,4153,48%,50%,,,2014,"$363,683 ","$109,848 ","$634,500 ","$375,915 ","$6,640 ",$0 ,"$752,988 ",4539,D000000386,JOHNSON & JOHNSON,johnson johnson
773,JPMORGANCHASECO,10965,10965,1316,65569.375,22926037352,2,JPMORGAN CHASE & CO.,,OTHER THAN SMALL BUSINESS,2014,jpmorgan chase,767,38%,61%,,,2014,"$1,063,418 ","$1,013,409 ","$1,738,700 ","$1,691,424 ","$20,100 ",$0 ,"$2,786,241 ",870,D000000103,JPMORGAN CHASE & CO,jpmorgan chase
774,KAMANCORPORATION,3033305.4,10118851.4,11440,2296.887369,496143027.9,2,KAMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,kaman,32318,69%,31%,,,2014,"$12,500 ",$700 ,"$17,500 ","$5,700 ",$0 ,$0 ,"$18,200 ",59254,D000026937,KAMAN CORP,kaman
775,KBRINC,11410583673,11410564673,1843,35024.04489,4564112233,2,KBR  INC.,,OTHER THAN SMALL BUSINESS,2014,kbr,32411,8%,92%,,,2014,"$20,150 ","$40,236 ","$212,000 ","$237,086 ","$1,200 ",$0 ,"$258,436 ",59373,D000026963,KBR INC,kbr
776,KELLYSERVICESINC,254064009.8,254064009.8,13124,6754.11632,5585475704,2,"KELLY SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2014,kelly services,32493,29%,64%,,,2014,"$30,685 ","$52,955 ","$48,500 ","$66,770 ","$2,750 ",$0 ,"$104,205 ",59472,D000026980,KELLY SERVICES,kelly services
777,KPMGLLP,743014915.1,861633760.9,15040,3023.507617,532371923.8,2,KPMG L.L.P.,,OTHER THAN SMALL BUSINESS,2014,kpmg,10453,41%,58%,,,2014,"$677,950 ","$200,113 ","$1,429,000 ","$954,263 ","$3,000 ",$0 ,"$1,636,863 ",30439,D000019986,KPMG LLP,kpmg
778,LABORATORYCORPORATIONOFAMERICAHOLDINGS,10060636.11,36107357.79,5321,20893.69803,3238255569,2,LABORATORY CORPORATION OF AMERICA HOLDINGS,,OTHER THAN SMALL BUSINESS,2014,laboratory america,32753,35%,65%,,,2014,"$47,939 ","$12,189 ","$125,500 ","$89,750 ",$0 ,$0 ,"$137,689 ",59856,D000027104,LABORATORY CORP OF AMERICA,laboratory america
779,LEOADALYCOMPANY,1246168.18,1246168.18,307,913.1646825,176030447.4,2,LEO A DALY COMPANY,,OTHER THAN SMALL BUSINESS,2014,leo daly,32982,40%,38%,,,2014,"$6,700 ",$500 ,"$15,250 ","$6,450 ",$0 ,$0 ,"$16,800 ",60178,D000027197,LEO A DALY CO,leo daly
780,LEVEL3COMMUNICATIONSINC,89074548.55,95871923486,977,4974.342282,3111522062,2,LEVEL 3 COMMUNICATIONS  INC.,OTHER,OTHER THAN SMALL BUSINESS,2014,level 3 communications,7371,62%,12%,,,2014,"$241,040 ","$131,186 ","$155,500 ","$45,646 ","$105,000 ",$0 ,"$391,686 ",8045,D000000674,LEVEL 3 COMMUNICATIONS,level 3 communications
781,LOCKHEEDMARTINCORPORATION,1.26481E+12,6.6098E+12,81660,109372.5661,43205546772,2,LOCKHEED MARTIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,lockheed martin,783,41%,59%,,,2014,"$1,680,212 ","$496,577 ","$3,624,250 ","$2,433,076 ","$11,013 ",$0 ,"$4,137,152 ",887,D000000104,LOCKHEED MARTIN,lockheed martin
782,MACANDREWSFORBESHOLDINGSINC,300488814.6,1140034807,5718,2108.096073,2188328294,2,MACANDREWS & FORBES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2014,macandrews forbes,2549,41%,59%,,,2014,"$242,450 ","$328,159 ","$266,522 ","$352,231 ","$1,000 ",$0 ,"$595,681 ",2794,D000000245,MACANDREWS & FORBES,macandrews forbes
783,MANAGEMENTTRAININGCORPORATION,39091760,53326519,24,9170.5,526958011.4,1,MANAGEMENT & TRAINING CORPORATION,,OTHER THAN SMALL BUSINESS,2014,management training,33622,36%,64%,,,2014,"$16,000 ","$7,000 ","$37,500 ","$28,500 ",$0 ,$0 ,"$44,500 ",60985,D000027364,MANAGEMENT & TRAINING CORP,management training
784,MANTECHINTERNATIONALCORPORATION,29102077092,3.80962E+12,48442,6607.126568,1792709924,2,MANTECH INTERNATIONAL CORPORATION,,OTHER THAN SMALL BUSINESS,2014,mantech,33662,70%,28%,,,2014,"$121,800 ","$71,800 ","$102,500 ","$48,500 ",$0 ,$0 ,"$174,300 ",61031,D000027370,MANTECH INTERNATIONAL,mantech
785,MARRIOTTINTERNATIONALINC,3267674.89,3882427.79,314,39559.57203,1365588895,2,MARRIOTT INTERNATIONAL  INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2014,marriott,2820,43%,56%,,,2014,"$209,650 ","$177,095 ","$303,500 ","$272,020 ",$0 ,$0 ,"$484,495 ",3092,D000000272,MARRIOTT INTERNATIONAL,marriott
