,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,% to Dems,% to Repubs,Cycle,Democrats,Individuals,PACs,Republicans,Soft (Indivs),Soft (Orgs),Total,org_id,org_name,org_name_clean
716,ENVIRONMENTALCHEMICALCORPORATION,564374976.2,566538205.8,724,406.2014991,337205884.8,2,ENVIRONMENTAL CHEMICAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,environmental chemical,100%,0%,2014,"$7,500 ",$0,"$7,500 ",$0,$0,$0,"$7,500 ",D000025705,ENVIRONMENTAL CHEMICAL CORP,environmental chemical
717,EPSILONSYSTEMSSOLUTIONSINC,9148851.1,542075639.3,2460,623.1453816,87968092.68,2,"EPSILON SYSTEMS SOLUTIONS, INC.",,OTHER THAN SMALL BUSINESS,2014,epsilon systems solutions,29%,71%,2014,$700,"$1,650 ",$750,"$1,700 ",$0,$0,"$2,400 ",D000025710,EPSILON SYSTEMS SOLUTIONS,epsilon systems solutions
718,EQUIFAXINC,979413062,1033593380,21183,2154.318477,98169143.33,2,EQUIFAX INC,,OTHER THAN SMALL BUSINESS,2014,equifax,17%,83%,2014,"$39,451 ","$41,201 ","$184,500 ","$188,250 ",$0,$0,"$228,305 ",D000025712,EQUIFAX INC,equifax
719,ERNSTYOUNGLLP,21436291.45,114626489.9,16497,47038.24342,8069758819,2,ERNST & YOUNG LLP,,OTHER THAN SMALL BUSINESS,2014,ernst young,40%,60%,2014,"$1,200,400 ","$533,605 ","$2,489,375 ","$1,811,830 ","$1,500 ",$0,"$3,032,330 ",D000000098,ERNST & YOUNG,ernst young
720,EXELISINC,51679395044,74564975745,18286,15805.19855,3317260552,2,EXELIS INC.,,OTHER THAN SMALL BUSINESS,2014,exelis,45%,54%,2014,"$123,750 ","$8,300 ","$267,000 ","$148,050 ",$250,$0,"$275,550 ",D000064439,EXELIS INC,exelis
721,EXELONCORPORATION,34872342.58,106279213.4,10421,7046.178024,7949340246,2,EXELON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,exelon,32%,64%,2014,"$605,309 ","$820,459 ","$1,004,000 ","$1,228,000 ","$71,250 ",$0,"$1,909,309 ",D000000368,EXELON CORP,exelon
722,EXPERIANPLC,6207784.97,8267784.97,10315,2912.634136,786968846.3,2,EXPERIAN PLC,,OTHER THAN SMALL BUSINESS,2014,experian,35%,65%,2014,"$224,600 ","$10,450 ","$631,600 ","$416,450 ",$0,$0,"$642,050 ",D000033552,EXPERIAN,experian
723,EXXONMOBILCORPORATION,898371047.2,2550203088,2316,78690.07455,2.33E+11,2,EXXON MOBIL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,exxon mobil,12%,87%,2014,"$250,150 ","$488,030 ","$1,601,750 ","$1,835,930 ","$6,400 ",$0,"$2,101,240 ",D000000129,EXXON MOBIL,exxon mobil
724,FEDEXCORPORATION,174306221.6,174446221.6,8549,230570.2393,36750298827,2,FEDEX CORPORATION,,OTHER THAN SMALL BUSINESS,2014,fedex,35%,63%,2014,"$818,340 ","$411,197 ","$1,871,875 ","$1,453,732 ",$750,$0,"$2,309,622 ",D000000089,FEDEX CORP,fedex
725,FIRSTENERGYCORP,123590504.1,125080504.1,30,4324.344988,907990476.9,2,FIRSTENERGY CORP,,OTHER THAN SMALL BUSINESS,2014,firstenergy,16%,84%,2014,"$134,700 ","$313,050 ","$523,100 ","$701,450 ",$250,$0,"$836,400 ",D000000531,FIRSTENERGY CORP,firstenergy
726,FLIRSYSTEMSINC,93857189.74,146973962.7,27322,1690.7522,446974362.9,2,FLIR SYSTEMS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,flir systems,28%,72%,2014,"$39,500 ","$68,850 ","$71,500 ","$100,850 ",$0,$0,"$140,350 ",D000025840,FLIR SYSTEMS,flir systems
727,FLUORCORPORATION,3.77E+11,4.33E+11,1613,32059.9981,7360435584,2,FLUOR CORPORATION,,OTHER THAN SMALL BUSINESS,2014,fluor,37%,62%,2014,"$335,670 ","$62,887 ","$805,400 ","$556,467 ",$500,$0,"$902,637 ",D000000277,FLUOR CORP,fluor
728,FORDMOTORCOMPANY,96256.59,96256.59,2,75000,1.78E+11,1,FORD MOTOR COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,ford motor,46%,53%,2014,"$655,307 ","$224,022 ","$1,184,500 ","$745,215 ","$3,103 ",$0,"$1,411,625 ",D000000182,FORD MOTOR CO,ford motor
729,FRESENIUSMEDICALCAREHOLDINGSINC,4800,4800,1,80000,12000000000,1,FRESENIUS MEDICAL CARE HOLDINGS INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,fresenius medical care,45%,54%,2014,"$166,250 ","$77,700 ","$283,750 ","$201,200 ",$250,$0,"$369,700 ",D000025929,FRESENIUS MEDICAL CARE,fresenius medical care
730,G4SPLC,2566831300,2755847469,22558,452757.1957,3205873088,2,G4S PLC,,OTHER THAN SMALL BUSINESS,2014,g4s,28%,72%,2014,"$5,000 ",$500,"$17,500 ","$13,000 ",$0,$0,"$18,000 ",D000026342,G4S PLC,g4s
731,GENCORPINC,63103562.06,136517252.1,360,44574.78204,47399656822,2,GENCORP INC.,,OTHER THAN SMALL BUSINESS,2014,gencorp,41%,59%,2014,"$68,200 ","$19,150 ","$149,375 ","$99,325 ",$0,$0,"$168,525 ",D000026174,GENCORP INC,gencorp
732,GENERALDYNAMICSCORPORATION,2.44E+11,4.26E+11,42511,48412.04429,14548823126,2,GENERAL DYNAMICS CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,general dynamics,43%,56%,2014,"$859,258 ","$256,999 ","$1,746,750 ","$1,124,591 ","$1,250 ",$0,"$2,009,349 ",D000000165,GENERAL DYNAMICS,general dynamics
733,GENERALELECTRICCOMPANY,527467222,1588399278,27507,308162.8962,1.49E+11,2,GENERAL ELECTRIC COMPANY,,OTHER THAN SMALL BUSINESS,2014,general electric,40%,59%,2014,"$1,638,222 ","$690,184 ","$3,366,000 ","$2,418,987 ","$4,750 ",$0,"$4,073,734 ",D000000125,GENERAL ELECTRIC,general electric
734,GENERALMOTORSCOMPANY,2252849.79,2556875.79,330,231666.6667,30612272097,1,GENERAL MOTORS COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,general motors,45%,54%,2014,"$539,414 ","$113,229 ","$1,073,650 ","$646,465 ","$3,774 ",$0,"$1,201,853 ",D000000155,GENERAL MOTORS,general motors
735,GENTEXCORPORATION,332343107.5,332643107.5,192,650.3922806,65955929.65,2,GENTEX CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,gentex,22%,78%,2014,$750,$0,"$3,350 ","$2,600 ",$0,$0,"$3,350 ",D000068698,GENTEX,gentex
736,GKNPLC,8364507,8364507,199,33057.20815,5641661929,2,GKN PLC,,OTHER THAN SMALL BUSINESS,2014,gkn,50%,50%,2014,"$3,000 ",$0,"$6,000 ","$3,000 ",$0,$0,"$6,000 ",D000026232,GKN CORP,gkn
737,GLAXOSMITHKLINEPLC,96561057.31,12066814435,612,87386.5262,35919620363,2,GLAXOSMITHKLINE PLC,,OTHER THAN SMALL BUSINESS,2014,glaxosmithkline,39%,58%,2014,"$287,294 ","$56,726 ","$651,500 ","$421,719 ","$1,000 ",$0,"$732,226 ",D000000133,GLAXOSMITHKLINE,glaxosmithkline
738,GRANTTHORNTONINTERNATIONALLTD,86334824.78,124319910.1,12875,17198.35404,556788850.4,2,GRANT THORNTON INTERNATIONAL LTD,,OTHER THAN SMALL BUSINESS,2014,grant thornton,38%,61%,2014,"$189,500 ","$15,450 ","$486,150 ","$307,100 ",$0,$0,"$501,600 ",D000026283,GRANT THORNTON LLP,grant thornton
739,GREATLAKESDREDGEDOCKCORPORATION,220573643.6,220573643.6,4,1238,645500016,1,GREAT LAKES DREDGE & DOCK CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2014,great lakes dredge dock,21%,76%,2014,"$8,000 ","$6,100 ","$31,850 ","$28,950 ",$0,$0,"$37,950 ",D000026295,GREAT LAKES DREDGE & DOCK,great lakes dredge dock
740,GROUPWINC,85273136.63,85273136.63,2554,73.78125,12255399.07,2,GROUP W INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,w,0%,50%,2014,$0,$0,$358,$179,$0,$0,$358,D000026344,GROUP W INC,w
741,HARRISCORPORATION,11149483339,29339656061,8812,8121.297512,2361325215,2,HARRIS CORPORATION,,OTHER THAN SMALL BUSINESS,2014,harris,54%,45%,2014,"$441,480 ","$220,530 ","$594,000 ","$366,050 ",$500,$0,"$815,155 ",D000000395,HARRIS CORP,harris
742,HDRINC,3353987125,34083854466,14648,7196.529546,1229528996,2,"HDR, INC.",,OTHER THAN SMALL BUSINESS,2014,hdr,39%,60%,2014,"$147,599 ","$35,900 ","$340,749 ","$230,050 ",$0,$0,"$380,649 ",D000022021,HDR INC,hdr
743,HEWLETTPACKARDCOMPANY,13911848868,32910077675,9333,196113.0848,64313392452,2,HEWLETT-PACKARD COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,hewlettpackard,46%,53%,2014,"$500,565 ","$259,315 ","$813,600 ","$571,570 ","$7,950 ",$0,"$1,088,640 ",D000000716,HEWLETT-PACKARD,hewlettpackard
744,HILLROMHOLDINGSINC,150790391.5,2177314797,8578,6498.263736,1384217310,2,HILL-ROM HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2014,hillrom,32%,67%,2014,"$26,500 ",$925,"$79,000 ","$55,425 ",$0,$0,"$82,925 ",D000026480,HILL-ROM HOLDINGS,hillrom
745,HMSHOLDINGSCORP,1382104.5,1382104.5,2105,1679.552262,79793096.77,2,HMS HOLDINGS CORP.,,OTHER THAN SMALL BUSINESS,2014,hms,54%,46%,2014,"$54,000 ","$1,500 ","$98,000 ","$45,500 ",$0,$0,"$99,500 ",D000026493,HMS HOLDINGS,hms
746,HOLOGICINC,9738614.44,15070326.28,1886,3316.328024,1507447522,2,"HOLOGIC, INC.",,OTHER THAN SMALL BUSINESS,2014,hologic,45%,54%,2014,"$12,150 ","$6,700 ","$20,000 ","$14,550 ",$250,$0,"$27,100 ",D000026173,HOLOGIC INC,hologic
747,HONEYWELLINTERNATIONALINC,34251718766,81395764668,25677,65489.41704,11718040533,2,HONEYWELL INTERNATIONAL INC.,,OTHER THAN SMALL BUSINESS,2014,honeywell,43%,56%,2014,"$2,227,087 ","$228,734 ","$4,921,598 ","$2,920,245 ",$250,$0,"$5,175,492 ",D000000334,HONEYWELL INTERNATIONAL,honeywell
748,HUMANAINC,37636579237,40064528213,617,23455.63124,18850346246,2,HUMANA INC.,,OTHER THAN SMALL BUSINESS,2014,humana,34%,66%,2014,"$284,267 ","$83,473 ","$759,250 ","$559,456 ",$201,$0,"$846,824 ",D000000652,HUMANA INC,humana
749,HUNTINGTONINGALLSINDUSTRIESINC,45846031193,47479672813,6625,34583.8518,4896743247,2,"HUNTINGTON INGALLS INDUSTRIES, INC.",,OTHER THAN SMALL BUSINESS,2014,huntington ingalls industries,40%,60%,2014,"$400,204 ","$109,544 ","$882,500 ","$591,840 ",$0,$0,"$992,594 ",D000064813,HUNTINGTON INGALLS INDUSTRIES,huntington ingalls industries
750,INTEGRATELECOMINC,7966.69,7966.69,1,1900,618259000,1,INTEGRA TELECOM INC.,,SMALL BUSINESS,2014,integra telecom,46%,54%,2014,"$28,000 ",$201,"$60,500 ","$32,701 ",$0,$0,"$60,701 ",D000026629,INTEGRA TELECOM HOLDINGS,integra telecom
751,INTERNATIONALSHIPHOLDINGCORPORATION,561440.08,561440.08,22,525,347467008,1,INTERNATIONAL SHIPHOLDING CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,shipholding,30%,70%,2014,"$4,000 ","$1,000 ","$12,500 ","$9,500 ",$0,$0,"$13,500 ",D000026650,INTERNATIONAL SHIPHOLDING CORP,shipholding
752,THEINTERPUBLICGROUPOFCOMPANIESINC,125128188.3,129959828,1512,56714.85161,11515269345,3,THE INTERPUBLIC GROUP OF COMPANIES INC,,OTHER THAN SMALL BUSINESS,2014,interpublic,49%,51%,2014,"$194,283 ","$388,399 ","$6,358 ","$200,474 ","$1,000 ",$0,"$397,107 ",D000021897,INTERPUBLIC GROUP,interpublic
753,INTUITIVESURGICALINC,9480782.13,151492882,52,2108.021804,956018518.5,2,INTUITIVE SURGICAL INC.,,OTHER THAN SMALL BUSINESS,2014,intuitive surgical,51%,48%,2014,"$28,000 ","$24,400 ","$30,000 ","$26,400 ",$0,$0,"$54,500 ",D000045984,INTUITIVE SURGICAL,intuitive surgical
754,JACOBSENGINEERINGGROUPINC,3691215358,40731013227,34706,30811.71528,6342044318,2,JACOBS ENGINEERING GROUP INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,jacobs engineering,58%,42%,2014,"$25,290 ","$24,520 ","$19,000 ","$18,230 ",$0,$0,"$43,845 ",D000000371,JACOBS ENGINEERING GROUP,jacobs engineering
755,JEDUNNCONSTRUCTIONGROUPINC,28463333,28463333,27,2645.6,1471562291,1,J.E. DUNN CONSTRUCTION GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,je dunn construction,15%,85%,2014,"$15,450 ","$60,000 ","$44,500 ","$89,050 ",$750,$0,"$105,250 ",D000026741,JE DUNN CONSTRUCTION GROUP,je dunn construction
756,JOHNSONCONTROLSINC,2805533927,6345449024,7525,98003.28118,18514596442,2,"JOHNSON CONTROLS, INC.",,OTHER THAN SMALL BUSINESS,2014,johnson controls,55%,45%,2014,"$24,900 ","$8,650 ","$36,000 ","$20,250 ",$0,$0,"$45,150 ",D000026889,JOHNSON CONTROLS,johnson controls
757,JOHNSONJOHNSON,5904694.14,281671009.2,20809,111528.0897,36013901350,2,JOHNSON & JOHNSON,,OTHER THAN SMALL BUSINESS,2014,johnson johnson,48%,50%,2014,"$363,683 ","$109,848 ","$634,500 ","$375,915 ","$6,640 ",$0,"$752,988 ",D000000386,JOHNSON & JOHNSON,johnson johnson
758,JPMORGANCHASECO,10965,10965,1316,65569.375,22926037352,2,JPMORGAN CHASE & CO.,,OTHER THAN SMALL BUSINESS,2014,jpmorgan chase,38%,61%,2014,"$1,063,418 ","$1,013,409 ","$1,738,700 ","$1,691,424 ","$20,100 ",$0,"$2,786,241 ",D000000103,JPMORGAN CHASE & CO,jpmorgan chase
759,KAMANCORPORATION,3033305.4,10118851.4,11440,2296.887369,496143027.9,2,KAMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,kaman,69%,31%,2014,"$12,500 ",$700,"$17,500 ","$5,700 ",$0,$0,"$18,200 ",D000026937,KAMAN CORP,kaman
760,KBRINC,11410583673,11410564673,1843,35024.04489,4564112233,2,KBR INC.,,OTHER THAN SMALL BUSINESS,2014,kbr,8%,92%,2014,"$20,150 ","$40,236 ","$212,000 ","$237,086 ","$1,200 ",$0,"$258,436 ",D000026963,KBR INC,kbr
761,KELLYSERVICESINC,254064009.8,254064009.8,13124,6754.11632,5585475704,2,"KELLY SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2014,kelly services,29%,64%,2014,"$30,685 ","$52,955 ","$48,500 ","$66,770 ","$2,750 ",$0,"$104,205 ",D000026980,KELLY SERVICES,kelly services
762,KPMGLLP,743014915.1,861633760.9,15040,3023.507617,532371923.8,2,KPMG L.L.P.,,OTHER THAN SMALL BUSINESS,2014,kpmg,41%,58%,2014,"$677,950 ","$200,113 ","$1,429,000 ","$954,263 ","$3,000 ",$0,"$1,636,863 ",D000019986,KPMG LLP,kpmg
763,LABORATORYCORPORATIONOFAMERICAHOLDINGS,10060636.11,36107357.79,5321,20893.69803,3238255569,2,LABORATORY CORPORATION OF AMERICA HOLDINGS,,OTHER THAN SMALL BUSINESS,2014,laboratory america,35%,65%,2014,"$47,939 ","$12,189 ","$125,500 ","$89,750 ",$0,$0,"$137,689 ",D000027104,LABORATORY CORP OF AMERICA,laboratory america
764,LEOADALYCOMPANY,1246168.18,1246168.18,307,913.1646825,176030447.4,2,LEO A DALY COMPANY,,OTHER THAN SMALL BUSINESS,2014,leo daly,40%,38%,2014,"$6,700 ",$500,"$15,250 ","$6,450 ",$0,$0,"$16,800 ",D000027197,LEO A DALY CO,leo daly
765,LEVEL3COMMUNICATIONSINC,89074548.55,95871923486,977,4974.342282,3111522062,2,LEVEL 3 COMMUNICATIONS INC.,OTHER,OTHER THAN SMALL BUSINESS,2014,level 3 communications,62%,12%,2014,"$241,040 ","$131,186 ","$155,500 ","$45,646 ","$105,000 ",$0,"$391,686 ",D000000674,LEVEL 3 COMMUNICATIONS,level 3 communications
766,LOCKHEEDMARTINCORPORATION,1.26E+12,6.61E+12,81660,109372.5661,43205546772,2,LOCKHEED MARTIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,lockheed martin,41%,59%,2014,"$1,680,212 ","$496,577 ","$3,624,250 ","$2,433,076 ","$11,013 ",$0,"$4,137,152 ",D000000104,LOCKHEED MARTIN,lockheed martin
767,MACANDREWSFORBESHOLDINGSINC,300488814.6,1140034807,5718,2108.096073,2188328294,2,MACANDREWS & FORBES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2014,macandrews forbes,41%,59%,2014,"$242,450 ","$328,159 ","$266,522 ","$352,231 ","$1,000 ",$0,"$595,681 ",D000000245,MACANDREWS & FORBES,macandrews forbes
768,MANAGEMENTTRAININGCORPORATION,39091760,53326519,24,9170.5,526958011.4,1,MANAGEMENT & TRAINING CORPORATION,,OTHER THAN SMALL BUSINESS,2014,management training,36%,64%,2014,"$16,000 ","$7,000 ","$37,500 ","$28,500 ",$0,$0,"$44,500 ",D000027364,MANAGEMENT & TRAINING CORP,management training
769,MANTECHINTERNATIONALCORPORATION,29102077092,3.81E+12,48442,6607.126568,1792709924,2,MANTECH INTERNATIONAL CORPORATION,,OTHER THAN SMALL BUSINESS,2014,mantech,70%,28%,2014,"$121,800 ","$71,800 ","$102,500 ","$48,500 ",$0,$0,"$174,300 ",D000027370,MANTECH INTERNATIONAL,mantech
770,MARRIOTTINTERNATIONALINC,3267674.89,3882427.79,314,39559.57203,1365588895,2,MARRIOTT INTERNATIONAL INC,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2014,marriott,43%,56%,2014,"$209,650 ","$177,095 ","$303,500 ","$272,020 ",$0,$0,"$484,495 ",D000000272,MARRIOTT INTERNATIONAL,marriott
771,MAXIMHEALTHCARESERVICESINC,2191184.3,2270924.3,4330,339.3602011,239719683.9,2,"MAXIM HEALTHCARE SERVICES, INC.",,OTHER THAN SMALL BUSINESS,2014,maxim healthcare services,95%,5%,2014,"$10,500 ",$0,"$11,000 ",$500,$0,$0,"$11,000 ",D000071283,MAXIM HEALTHCARE SERVICES,maxim healthcare services
772,MAXIMUSINC,3488452137,8911735669,462,607.23396,67039730.13,2,MAXIMUS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,maximus,82%,0%,2014,"$22,170 ","$6,000 ","$21,170 ",$0,$0,$0,"$27,170 ",D000027466,MAXIMUS INC,maximus
773,MCKESSONCORPORATION,1685119170,16433337687,70977,36759.17533,1.09E+11,2,MCKESSON CORPORATION,,OTHER THAN SMALL BUSINESS,2014,mckesson,43%,57%,2014,"$714,250 ","$39,950 ","$1,627,450 ","$958,150 ",$250,$0,"$1,672,375 ",D000022105,MCKESSON CORP,mckesson
774,MDURESOURCESGROUPINC,140089.9,140089.9,8,2469.65,155715798.8,2,"MDU RESOURCES GROUP, INC.",,OTHER THAN SMALL BUSINESS,2014,mdu resources,13%,87%,2014,"$8,700 ","$4,700 ","$64,500 ","$60,500 ",$0,$0,"$69,200 ",D000027521,MDU RESOURCES GROUP,mdu resources
775,MEDTRONICINC,3624443.28,3715251.28,5729,10825.58142,9641613396,2,"MEDTRONIC, INC.",,OTHER THAN SMALL BUSINESS,2014,medtronic,43%,56%,2014,"$144,575 ","$49,895 ","$284,000 ","$188,320 ",$500,$0,"$336,645 ",D000022110,MEDTRONIC INC,medtronic
776,MERCKCOINC,4926445,217943279,83,73930.82353,6824441989,1,"MERCK & CO., INC.",,OTHER THAN SMALL BUSINESS,2014,merck,50%,50%,2014,"$750,384 ","$283,279 ","$1,221,250 ","$748,145 ",$250,$0,"$1,508,029 ",D000000275,MERCK & CO,merck
777,MICROSOFTCORPORATION,463098524.8,761390799.2,84,95314.93994,59729731468,2,MICROSOFT CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,microsoft,51%,37%,2014,"$1,753,504 ","$1,349,380 ","$1,667,000 ","$1,252,398 ","$391,279 ",$0,"$3,429,853 ",D000000115,MICROSOFT CORP,microsoft
778,MMCCORP,5200229.66,5200229.66,7,1000,53913000,1,MMC CORP,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,mmc,45%,55%,2014,"$27,500 ","$2,600 ","$58,000 ","$33,100 ",$0,$0,"$60,600 ",D000069734,MMC CORP,mmc
779,MWHGLOBALINC,15325988.98,30881698.98,9546,1759.662113,330921590.4,2,MWH GLOBAL INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,mwh global,45%,54%,2014,"$155,100 ","$105,200 ","$235,500 ","$186,600 ","$1,000 ",$0,"$342,700 ",D000027760,MWH GLOBAL,mwh global
780,NAMMOAS,35292529.94,98292529.94,1732,1906.75,562428498.4,2,NAMMO AS,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,nammo as,30%,70%,2014,"$4,900 ","$1,650 ","$14,750 ","$11,500 ",$0,$0,"$16,400 ",D000064452,NAMMO AS,nammo as
781,NATIONALGRIDPLC,9898473.18,10369398.78,15,28229.16667,4410581500,2,NATIONAL GRID PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,national grid,73%,27%,2014,"$90,850 ","$20,225 ","$104,850 ","$33,225 ",$30,$0,"$125,105 ",D000027852,NATIONAL GRID PLC,national grid
782,NAVISTARINTERNATIONALCORPORATION,872943489.6,874747224.3,245,14208.82841,13546547889,2,NAVISTAR INTERNATIONAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,navistar,36%,64%,2014,"$42,150 ","$54,900 ","$61,200 ","$74,950 ",$500,$0,"$117,600 ",D000027918,NAVISTAR INTERNATIONAL,navistar
783,NCRCORPORATION,2508,2508,1000,24000,4704300032,1,NCR CORPORATION,,OTHER THAN SMALL BUSINESS,2014,ncr,50%,50%,2014,"$15,750 ","$8,250 ","$23,500 ","$16,000 ",$0,$0,"$31,750 ",D000000961,NCR CORP,ncr
784,NEPTUNEORIENTLINESLIMITED,2400000,2400000,1,4500,4739999744,1,NEPTUNE ORIENT LINES LIMITED,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,neptune orient lines,62%,38%,2014,"$20,250 ",$0,"$32,750 ","$12,500 ",$0,$0,"$32,750 ",D000043116,NEPTUNE ORIENT LINES,neptune orient lines
785,NESTLESA,150000,150000,23,375000265.6,375000000.6,1,NESTLE S.A.,,SMALL BUSINESS,2014,nestle sa,37%,63%,2014,"$28,650 ","$13,300 ","$64,000 ","$48,650 ",$0,$0,"$77,300 ",D000042332,NESTLE SA,nestle sa
786,NEWMOUNTAINCAPITALLLC,672768493.8,2.91E+11,3075,953.4777853,178340638.7,2,NEW MOUNTAIN CAPITAL L.L.C.,,OTHER THAN SMALL BUSINESS,2014,new mountain capital,1%,96%,2014,"$1,514 ","$137,514 ","$6,700 ","$143,700 ","$5,000 ",$0,"$150,214 ",D000036192,NEW MOUNTAIN CAPITAL,new mountain capital
787,NEXTERAENERGYINC,29607484.76,30835559.81,28,15654.33333,15733333333,1,NEXTERA ENERGY INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,nextera energy,35%,57%,2014,"$410,900 ","$289,380 ","$784,900 ","$665,880 ",$500,"$100,000 ","$1,178,780 ",D000000321,NEXTERA ENERGY,nextera energy
788,NORTHROPGRUMMANCORPORATION,1.31E+11,3.51E+11,52096,93561.05995,25325200424,2,NORTHROP GRUMMAN CORPORATION,,OTHER THAN SMALL BUSINESS,2014,northrop grumman,42%,57%,2014,"$1,707,973 ","$377,424 ","$3,655,750 ","$2,326,806 ","$4,850 ",$0,"$4,054,379 ",D000000170,NORTHROP GRUMMAN,northrop grumman
789,NOVARTISAG,2130699.57,48611330.66,7300,96264.26806,2703746005,2,NOVARTIS AG,,OTHER THAN SMALL BUSINESS,2014,novartis ag,51%,49%,2014,"$314,152 ","$49,540 ","$568,250 ","$303,138 ","$2,000 ",$0,"$621,115 ",D000022163,NOVARTIS AG,novartis ag
790,NRGENERGYINC,14213947.99,14213947.99,35,10000,9598000000,1,NRG ENERGY INC.,OTHER,OTHER THAN SMALL BUSINESS,2014,nrg energy,67%,31%,2014,"$152,650 ","$100,700 ","$123,500 ","$71,550 ","$5,000 ",$0,"$229,700 ",D000028051,NRG ENERGY,nrg energy
791,OLINCORPORATION,81079304.77,97917027.09,176,3769.541889,1741213317,2,OLIN CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,olin,40%,60%,2014,"$4,050 ","$4,150 ","$6,000 ","$6,100 ",$0,$0,"$10,150 ",D000028131,OLIN CORP,olin
792,OMNICOMGROUPINC,32054281.15,47889646.97,4159,29749.46015,7859541253,2,OMNICOM GROUP INC.,,OTHER THAN SMALL BUSINESS,2014,omnicom,40%,57%,2014,"$187,642 ","$422,497 ","$33,500 ","$268,355 ","$1,500 ",$0,"$467,897 ",D000022170,OMNICOM GROUP,omnicom
793,ONEXCORPORATION,1840160.17,1840160.63,602,7414.922348,2035971484,2,ONEX CORPORATION,,OTHER THAN SMALL BUSINESS,2014,onex,27%,73%,2014,"$41,292 ","$29,392 ","$122,200 ","$110,300 ",$0,$0,"$152,092 ",D000028150,ONEX CORP,onex
794,ORACLECORPORATION,247554321.8,262825330.8,81,82336.6965,19708988659,2,ORACLE CORPORATION,,OTHER THAN SMALL BUSINESS,2014,oracle,45%,55%,2014,"$509,263 ","$563,842 ","$552,295 ","$611,839 ","$2,500 ",$0,"$1,120,498 ",D000000422,ORACLE CORP,oracle
795,OSHKOSHCORPORATION,86176066352,1.62E+11,21962,10924.3927,6008781741,2,OSHKOSH CORPORATION,,OTHER THAN SMALL BUSINESS,2014,oshkosh,34%,61%,2014,"$111,078 ","$55,599 ","$255,000 ","$199,521 ","$14,550 ",$0,"$325,149 ",D000028179,OSHKOSH CORP,oshkosh
796,OSISYSTEMSINC,408761719,408761719,1053,1822.477778,341850710.4,2,OSI SYSTEMS INC.,,OTHER THAN SMALL BUSINESS,2014,osi systems,64%,33%,2014,"$41,500 ","$4,500 ","$60,000 ","$21,000 ",$0,$0,"$64,500 ",D000028180,OSI SYSTEMS,osi systems
797,PALANTIRTECHNOLOGIESINC,545939101.8,992841859.6,16194,295.0572158,23659679.71,2,PALANTIR TECHNOLOGIES INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2014,palantir technologies,83%,14%,2014,"$27,550 ","$28,150 ","$4,000 ","$4,600 ",$750,$0,"$33,150 ",D000055177,PALANTIR TECHNOLOGIES,palantir technologies
